cert_validity_days,issuer_trusted,domain_mismatch,self_signed,weak_cipher,expired,key_size,is_suspicious
702,1,0,0,0,0,2048,0
242,1,0,0,0,0,2048,0
199,1,0,0,0,0,2048,0
9,0,1,1,1,1,2048,1
12,0,0,1,1,1,1024,1
241,1,0,0,0,0,2048,0
684,1,0,0,0,0,2048,0
504,1,0,0,0,0,2048,0
415,1,0,0,0,0,2048,0
640,1,0,0,0,0,2048,0
265,1,0,0,0,0,2048,0
614,1,0,0,0,0,2048,0
404,1,0,0,0,0,2048,0
156,1,0,0,0,0,4096,0
20,1,1,0,1,1,1024,1
39,1,1,1,0,0,2048,1
124,1,0,0,0,0,2048,0
594,1,0,0,0,0,4096,0
57,1,1,1,1,0,2048,1
561,1,0,1,0,0,4096,0
71,0,1,1,1,1,1024,1
612,1,0,0,0,0,2048,0
82,0,1,1,1,1,2048,1
625,1,0,0,0,0,2048,0
14,0,1,0,1,1,1024,1
81,0,1,0,0,1,2048,1
143,1,0,0,0,0,2048,0
144,1,0,0,0,0,2048,0
9,0,0,0,1,0,1024,1
532,1,0,0,0,0,2048,0
20,0,1,1,1,1,1024,1
721,1,0,0,0,0,2048,0
314,1,0,0,1,0,2048,0
659,1,0,0,0,0,2048,0
344,1,0,0,0,0,2048,0
72,0,1,1,0,1,2048,1
655,1,0,0,0,0,2048,0
235,1,0,1,0,0,2048,0
474,1,0,0,0,0,4096,0
351,0,0,0,1,0,2048,0
84,0,1,1,1,1,2048,1
45,0,1,0,1,1,1024,1
286,1,0,0,0,0,2048,0
32,0,1,0,1,1,2048,1
45,0,1,0,1,0,2048,1
373,1,0,0,0,0,2048,0
30,0,1,0,1,1,1024,1
221,1,0,0,0,0,4096,0
209,1,0,0,1,0,2048,0
60,0,1,1,1,1,2048,1
717,1,0,0,1,0,2048,0
5,0,0,0,1,0,2048,1
63,1,1,0,0,0,1024,1
123,1,0,0,0,0,4096,0
65,0,0,1,1,1,2048,1
297,1,0,0,1,0,4096,0
388,1,0,0,0,0,2048,0
611,1,0,0,0,0,2048,0
4,0,0,1,0,0,1024,1
503,1,0,0,0,0,2048,0
460,1,0,0,0,0,2048,0
498,1,0,0,0,0,2048,0
472,1,0,0,0,0,2048,0
530,1,0,0,0,0,2048,0
536,1,0,0,0,0,2048,0
708,1,0,0,0,0,2048,0
706,1,0,1,0,0,2048,0
43,0,1,0,1,1,1024,1
173,1,0,0,0,0,4096,0
298,1,0,0,1,0,2048,0
14,1,1,1,1,0,1024,1
328,1,0,0,0,0,2048,0
72,1,0,1,0,0,2048,1
321,1,0,0,0,0,4096,0
37,0,1,0,0,1,1024,1
483,1,0,0,0,0,4096,0
507,1,0,0,0,0,2048,0
295,0,0,0,1,0,2048,0
25,0,1,1,1,0,2048,1
400,1,0,0,1,0,4096,0
715,1,0,0,1,0,4096,0
79,0,1,0,1,0,2048,1
74,1,1,0,0,0,2048,1
651,1,0,0,0,0,2048,0
16,0,1,1,1,1,1024,1
19,1,0,1,1,0,1024,1
151,1,0,0,0,0,2048,0
231,1,0,0,0,0,2048,0
200,1,0,0,0,0,2048,0
705,1,0,1,0,0,2048,0
616,1,0,0,0,0,2048,0
246,1,0,0,0,0,2048,0
628,1,0,0,0,0,2048,0
686,1,0,0,0,0,2048,0
98,1,0,0,0,0,4096,0
79,0,1,1,1,1,1024,1
28,0,1,1,1,1,1024,1
275,1,0,1,0,0,2048,0
5,0,1,0,1,1,2048,1
305,1,0,1,0,0,2048,0
522,1,0,0,0,0,2048,0
658,1,0,0,0,0,2048,0
445,1,0,0,0,0,2048,0
86,0,1,0,0,1,2048,1
668,1,0,0,0,0,2048,0
364,0,0,0,0,0,2048,0
583,1,0,0,0,0,4096,0
706,1,0,0,0,0,2048,0
540,1,0,0,0,0,2048,0
509,1,0,0,0,0,4096,0
253,1,0,1,1,0,4096,0
52,0,0,1,1,0,1024,1
63,1,1,0,1,0,2048,1
681,1,0,0,0,0,4096,0
60,0,1,1,1,0,2048,1
399,1,0,0,1,0,2048,0
106,1,0,0,0,0,2048,0
535,1,0,0,0,0,2048,0
259,1,0,0,0,0,2048,0
71,1,1,0,1,1,1024,1
429,1,0,0,0,0,4096,0
608,1,0,0,0,0,2048,0
100,1,0,0,1,0,4096,0
613,1,0,0,0,0,2048,0
71,1,1,1,1,0,1024,1
222,1,0,0,0,0,2048,0
729,1,0,0,0,0,2048,0
237,1,0,0,1,0,2048,0
655,1,0,0,0,0,2048,0
168,1,0,0,1,0,2048,0
435,1,0,0,0,0,2048,0
698,1,0,0,0,0,2048,0
338,1,0,0,0,0,2048,0
70,0,1,0,1,1,1024,1
33,0,1,0,1,0,1024,1
113,1,0,0,0,0,4096,0
560,1,0,0,0,0,2048,0
290,1,0,0,0,0,2048,0
37,0,0,0,0,0,1024,1
723,0,0,0,0,0,4096,0
445,1,0,0,0,0,2048,0
239,1,0,0,1,0,2048,0
615,1,0,0,0,0,2048,0
393,1,0,0,0,0,2048,0
630,1,0,0,0,0,2048,0
139,1,0,0,0,0,2048,0
553,1,0,0,0,0,2048,0
329,1,0,0,0,0,2048,0
571,1,0,0,0,0,2048,0
544,1,0,0,1,0,2048,0
372,1,0,0,0,0,2048,0
424,1,0,0,1,0,2048,0
441,1,0,0,0,0,2048,0
25,1,0,1,1,1,1024,1
425,1,0,0,0,0,2048,0
170,1,0,0,0,0,2048,0
176,1,0,1,0,0,4096,0
347,1,0,0,0,0,2048,0
274,0,0,0,0,0,2048,0
212,1,0,0,0,0,2048,0
185,1,0,0,0,0,2048,0
34,0,1,0,0,0,1024,1
604,1,0,0,0,0,2048,0
69,0,1,0,0,1,1024,1
48,0,1,0,1,0,2048,1
460,1,0,0,0,0,2048,0
51,1,1,1,1,0,2048,1
446,1,0,0,0,0,4096,0
13,1,1,1,1,1,1024,1
374,1,0,0,0,0,2048,0
351,1,0,0,0,0,4096,0
663,1,0,0,0,0,4096,0
580,1,0,0,0,0,2048,0
120,1,0,0,0,0,4096,0
357,1,0,0,0,0,2048,0
101,1,0,0,0,0,2048,0
280,1,0,0,1,0,2048,0
489,1,0,0,0,0,2048,0
626,1,0,0,0,0,2048,0
18,0,0,1,1,1,1024,1
27,0,1,1,1,0,2048,1
28,0,1,1,1,0,2048,1
390,1,0,0,0,0,2048,0
200,1,0,0,0,0,4096,0
169,1,0,0,0,0,2048,0
16,1,0,1,1,1,1024,1
506,1,0,0,0,0,2048,0
303,1,0,1,0,0,2048,0
536,1,0,0,0,0,4096,0
26,1,1,1,1,1,1024,1
143,1,0,0,0,0,2048,0
698,1,0,0,0,0,2048,0
329,1,0,0,0,0,2048,0
507,0,0,0,0,0,2048,0
575,1,0,0,0,0,2048,0
533,1,0,0,1,0,2048,0
655,1,0,1,0,0,2048,0
76,0,1,1,1,0,2048,1
212,1,0,0,0,0,2048,0
32,0,1,0,0,0,1024,1
67,1,1,1,1,1,2048,1
305,1,0,0,0,0,2048,0
509,1,0,0,0,0,2048,0
640,1,0,0,0,0,2048,0
62,0,0,0,1,1,1024,1
326,1,0,0,0,0,2048,0
419,0,0,0,0,0,2048,0
558,1,0,0,0,0,2048,0
576,1,0,0,0,0,2048,0
638,1,0,0,0,0,2048,0
668,1,0,0,0,0,2048,0
712,0,0,0,0,0,4096,0
504,1,0,0,0,0,2048,0
308,1,0,0,0,0,2048,0
470,1,0,0,0,0,2048,0
176,1,0,0,0,0,2048,0
550,1,0,0,0,0,2048,0
17,1,0,1,1,1,2048,1
614,1,0,0,0,0,2048,0
536,1,0,0,0,0,2048,0
389,1,0,0,1,0,2048,0
497,1,0,0,0,0,2048,0
726,1,0,0,0,0,4096,0
464,1,0,0,0,0,2048,0
57,0,1,1,1,1,2048,1
727,1,0,0,0,0,2048,0
138,1,0,0,0,0,4096,0
275,1,0,0,0,0,2048,0
294,1,0,0,0,0,2048,0
167,1,0,0,1,0,2048,0
570,1,0,0,1,0,4096,0
475,1,0,0,0,0,2048,0
283,1,0,0,0,0,2048,0
192,1,0,0,0,0,2048,0
706,1,0,0,0,0,2048,0
465,1,0,0,0,0,4096,0
376,1,0,0,1,0,2048,0
60,1,0,1,0,0,2048,1
339,1,0,0,0,0,2048,0
290,1,0,0,0,0,2048,0
625,1,0,0,0,0,2048,0
89,0,0,0,0,1,1024,1
45,1,1,1,1,0,2048,1
567,1,0,0,0,0,2048,0
39,0,1,1,1,0,1024,1
547,1,0,0,1,0,4096,0
387,1,0,0,0,0,2048,0
81,0,1,1,1,0,1024,1
12,0,1,0,1,0,1024,1
714,1,0,0,0,0,2048,0
429,1,0,1,0,0,2048,0
605,1,0,0,0,0,4096,0
197,1,0,0,0,0,2048,0
20,0,1,1,0,1,2048,1
203,1,0,0,0,0,2048,0
256,1,0,0,1,0,2048,0
350,1,0,0,0,0,2048,0
707,1,0,0,0,0,2048,0
313,1,0,1,0,0,2048,0
351,1,0,0,0,0,2048,0
28,0,0,0,1,0,2048,1
50,0,0,1,1,1,1024,1
215,1,0,0,0,0,2048,0
26,0,0,1,1,0,1024,1
51,0,1,1,1,1,2048,1
47,0,1,0,1,0,1024,1
372,1,0,0,0,0,2048,0
143,1,0,0,0,0,2048,0
435,0,0,0,1,0,2048,0
613,1,0,0,0,0,2048,0
225,1,0,0,1,0,2048,0
419,1,0,0,0,0,2048,0
233,1,0,0,1,0,4096,0
525,1,0,0,0,0,4096,0
371,1,0,0,0,0,2048,0
225,1,0,0,1,0,2048,0
83,0,1,1,0,0,2048,1
82,0,1,1,1,1,2048,1
49,0,1,0,1,0,2048,1
27,0,1,1,1,1,1024,1
717,1,0,0,0,0,2048,0
74,0,1,0,1,1,2048,1
106,1,0,0,0,0,2048,0
358,1,0,0,0,0,2048,0
571,1,0,0,0,0,2048,0
308,1,0,0,0,0,2048,0
408,1,0,0,0,0,2048,0
327,1,0,0,0,0,2048,0
61,0,1,1,1,0,2048,1
374,1,0,0,0,0,2048,0
126,1,0,0,0,0,2048,0
75,0,0,1,0,1,1024,1
519,1,0,0,0,0,2048,0
328,1,0,0,0,0,2048,0
214,1,0,0,0,0,2048,0
654,0,0,1,0,0,2048,0
689,1,0,0,0,0,2048,0
37,0,1,1,1,0,2048,1
696,1,0,0,0,0,4096,0
277,1,0,0,0,0,2048,0
35,0,1,1,0,1,2048,1
674,1,0,0,0,0,4096,0
619,0,0,0,1,0,2048,0
481,1,0,0,0,0,2048,0
557,1,0,0,0,0,2048,0
342,0,0,0,0,0,4096,0
650,1,0,0,1,0,2048,0
265,1,0,0,0,0,2048,0
84,0,1,1,1,0,1024,1
666,1,0,0,0,0,4096,0
378,1,0,0,0,0,2048,0
139,1,0,0,1,0,2048,0
93,0,0,0,0,0,2048,0
720,1,0,0,1,0,2048,0
589,1,0,0,0,0,4096,0
35,0,1,1,1,0,1024,1
351,1,0,0,0,0,2048,0
624,1,0,1,0,0,2048,0
465,1,0,0,0,0,2048,0
150,1,0,0,0,0,2048,0
445,1,0,0,0,0,2048,0
113,1,0,0,0,0,4096,0
382,1,0,0,0,0,4096,0
646,1,0,0,0,0,2048,0
29,0,1,1,1,1,2048,1
70,0,0,1,0,1,1024,1
17,1,1,1,1,1,2048,1
81,1,1,1,1,1,2048,1
454,1,0,1,0,0,2048,0
24,1,0,1,1,0,1024,1
498,1,0,0,0,0,2048,0
50,1,1,1,0,1,1024,1
57,1,1,0,1,0,2048,1
656,1,0,0,0,0,2048,0
39,0,1,0,1,0,2048,1
308,1,0,0,0,0,2048,0
262,1,0,0,0,0,4096,0
697,1,0,1,0,0,4096,0
724,1,0,0,0,0,2048,0
101,1,0,0,0,0,2048,0
605,1,0,0,0,0,2048,0
31,1,1,1,0,1,2048,1
668,1,0,1,0,0,2048,0
81,0,1,0,1,1,1024,1
83,0,1,0,0,0,1024,1
44,1,0,1,0,1,2048,1
68,1,1,1,1,0,2048,1
429,1,0,0,0,0,4096,0
57,0,1,1,0,1,2048,1
75,0,0,1,1,1,1024,1
315,1,0,0,0,0,4096,0
460,1,0,0,0,0,4096,0
117,1,0,1,0,0,2048,0
105,1,0,0,0,0,4096,0
366,1,0,0,0,0,4096,0
422,1,0,0,0,0,2048,0
572,1,0,0,0,0,2048,0
655,1,0,0,0,0,2048,0
31,0,0,1,1,0,1024,1
203,1,0,0,1,0,2048,0
127,1,0,0,0,0,4096,0
543,1,0,0,0,0,2048,0
255,1,0,0,0,0,2048,0
10,0,1,0,1,1,1024,1
334,1,0,0,0,0,2048,0
422,1,0,0,1,0,2048,0
485,1,0,0,0,0,2048,0
596,1,0,0,0,0,2048,0
72,1,1,1,1,1,2048,1
348,1,0,0,0,0,2048,0
499,1,0,0,0,0,2048,0
399,1,0,0,0,0,2048,0
157,1,0,0,0,0,2048,0
203,0,0,0,0,0,2048,0
309,1,0,0,0,0,4096,0
309,0,0,0,0,0,4096,0
562,1,0,0,0,0,4096,0
475,1,0,0,0,0,2048,0
26,0,1,0,1,1,1024,1
83,1,1,0,1,0,1024,1
342,1,0,0,0,0,4096,0
84,0,1,1,1,1,2048,1
581,1,0,0,0,0,2048,0
446,1,0,0,1,0,4096,0
38,0,1,1,1,0,2048,1
61,0,1,1,0,1,2048,1
81,0,1,1,1,0,2048,1
303,1,0,1,0,0,2048,0
187,1,0,0,0,0,2048,0
46,0,0,0,0,1,2048,1
617,1,0,0,0,0,4096,0
709,1,0,0,0,0,2048,0
624,1,0,0,0,0,4096,0
643,1,0,0,0,0,2048,0
638,1,0,1,0,0,2048,0
417,1,0,0,0,0,4096,0
39,1,1,1,1,1,1024,1
205,1,0,0,0,0,2048,0
239,1,0,0,0,0,2048,0
607,1,0,0,0,0,2048,0
121,0,0,0,0,0,4096,0
382,1,0,0,0,0,2048,0
266,1,0,0,0,0,2048,0
5,0,0,1,1,0,2048,1
678,1,0,0,0,0,2048,0
20,0,0,1,1,1,1024,1
472,1,0,0,0,0,2048,0
687,1,0,1,1,0,2048,0
96,1,0,0,0,0,2048,0
174,1,0,0,1,0,2048,0
34,1,1,0,1,0,2048,1
482,1,0,0,0,0,4096,0
136,1,0,0,0,0,2048,0
5,1,1,1,1,1,2048,1
89,0,1,1,0,1,2048,1
18,0,1,1,1,1,1024,1
567,1,0,0,0,0,2048,0
53,1,1,1,1,1,1024,1
515,1,0,0,1,0,2048,0
604,1,0,0,0,0,2048,0
218,1,0,1,0,0,2048,0
338,1,0,0,1,0,2048,0
220,1,0,0,1,0,2048,0
412,1,0,0,0,0,4096,0
86,0,1,0,0,0,1024,1
155,1,0,0,0,0,2048,0
190,1,0,0,0,0,4096,0
120,1,0,0,0,0,2048,0
66,0,0,1,1,1,2048,1
667,1,0,0,0,0,2048,0
504,1,0,0,0,0,4096,0
45,0,1,1,0,0,1024,1
37,0,1,1,0,0,1024,1
135,1,0,0,0,0,4096,0
178,0,0,0,0,0,2048,0
14,0,1,0,1,1,1024,1
335,1,0,0,0,0,2048,0
647,1,0,0,0,0,2048,0
55,0,1,1,0,0,1024,1
441,1,0,1,0,0,2048,0
662,0,0,0,0,0,2048,0
194,1,0,0,0,0,2048,0
426,1,0,0,0,0,2048,0
615,1,0,0,1,0,4096,0
2,0,1,1,0,1,2048,1
166,1,0,0,0,0,2048,0
600,1,0,0,0,0,2048,0
319,1,0,0,0,0,2048,0
667,1,0,0,1,0,2048,0
24,0,1,1,1,1,2048,1
697,1,0,0,0,0,4096,0
147,1,0,0,0,0,2048,0
193,1,0,0,0,0,4096,0
401,1,0,0,0,0,2048,0
156,1,0,0,0,0,2048,0
463,1,0,1,0,0,2048,0
81,0,1,1,1,1,1024,1
201,1,0,1,0,0,2048,0
478,1,0,0,0,0,2048,0
497,1,0,0,0,0,2048,0
81,0,0,1,1,1,2048,1
328,1,0,0,0,0,2048,0
384,1,0,0,0,0,2048,0
201,1,0,0,0,0,2048,0
177,1,0,0,0,0,2048,0
32,0,1,0,1,1,2048,1
393,1,0,0,0,0,2048,0
394,1,0,0,0,0,2048,0
52,1,0,1,1,0,1024,1
63,1,0,1,1,1,1024,1
74,0,1,1,1,0,1024,1
63,0,0,1,0,0,1024,1
309,1,0,0,0,0,2048,0
320,1,0,0,0,0,2048,0
438,1,0,0,0,0,4096,0
344,1,0,0,0,0,2048,0
541,1,0,0,0,0,2048,0
231,1,0,0,0,0,2048,0
158,1,0,1,0,0,2048,0
23,0,0,0,1,0,2048,1
225,1,0,0,0,0,2048,0
62,0,1,1,0,1,2048,1
531,1,0,0,0,0,2048,0
127,1,0,0,0,0,2048,0
297,1,0,0,0,0,2048,0
299,1,0,0,0,0,4096,0
602,1,0,0,0,0,2048,0
35,0,1,1,0,0,1024,1
666,1,0,0,0,0,2048,0
90,1,0,0,0,0,2048,0
470,1,0,0,0,0,2048,0
626,1,0,0,0,0,2048,0
81,1,1,0,1,1,2048,1
45,1,0,1,1,1,1024,1
485,1,0,0,0,0,2048,0
121,1,0,0,0,0,2048,0
634,1,0,0,0,0,4096,0
78,0,1,0,1,1,2048,1
115,1,0,0,0,0,2048,0
643,1,0,0,0,0,2048,0
18,0,1,1,0,0,2048,1
150,1,0,0,0,0,2048,0
59,1,1,1,1,1,2048,1
530,1,0,0,0,0,2048,0
219,1,0,0,0,0,4096,0
443,1,0,0,0,0,4096,0
27,1,0,0,1,1,1024,1
2,0,1,0,1,0,1024,1
236,1,0,0,0,0,2048,0
587,1,0,0,0,0,2048,0
137,1,0,0,0,0,2048,0
56,1,1,1,0,1,2048,1
702,1,0,0,0,0,2048,0
404,1,0,0,0,0,2048,0
465,1,0,1,0,0,4096,0
78,0,0,0,1,1,2048,1
509,1,0,0,0,0,2048,0
485,1,0,1,0,0,2048,0
611,1,0,0,0,0,4096,0
71,0,1,0,1,1,1024,1
122,1,0,0,1,0,2048,0
158,1,0,0,0,0,4096,0
56,0,1,0,1,0,2048,1
280,1,0,0,0,0,2048,0
190,1,0,0,0,0,2048,0
574,1,0,0,0,0,2048,0
57,1,0,0,0,0,2048,1
479,1,0,0,0,0,2048,0
88,0,1,1,1,0,1024,1
249,1,0,0,0,0,4096,0
643,1,0,0,0,0,2048,0
136,1,0,0,0,0,2048,0
31,0,1,0,1,1,1024,1
535,1,0,0,0,0,2048,0
7,0,1,1,0,1,2048,1
244,1,0,0,0,0,2048,0
428,1,0,0,1,0,4096,0
454,1,0,0,0,0,2048,0
55,1,1,1,0,0,2048,1
237,1,0,0,0,0,2048,0
233,1,0,0,0,0,2048,0
192,1,0,0,0,0,2048,0
20,1,1,1,1,0,1024,1
375,1,0,0,1,0,2048,0
32,0,1,1,1,0,2048,1
208,1,0,0,1,0,2048,0
118,1,0,0,0,0,2048,0
600,1,0,0,0,0,2048,0
25,0,1,1,0,0,1024,1
52,0,1,1,1,1,1024,1
227,1,0,0,0,0,2048,0
564,1,0,0,0,0,2048,0
652,1,0,0,0,0,2048,0
481,1,0,0,0,0,2048,0
524,1,0,0,0,0,2048,0
323,1,0,1,0,0,4096,0
144,1,0,0,0,0,4096,0
381,1,0,0,0,0,4096,0
401,1,0,0,0,0,4096,0
637,1,0,0,0,0,2048,0
178,1,0,0,0,0,2048,0
301,1,0,0,0,0,2048,0
85,1,0,0,1,0,1024,1
554,1,0,0,0,0,2048,0
176,1,0,0,0,0,4096,0
498,1,0,0,0,0,2048,0
329,1,0,0,0,0,4096,0
146,1,0,0,0,0,4096,0
202,0,0,0,1,0,2048,0
82,1,1,1,0,1,1024,1
273,1,0,0,0,0,2048,0
365,1,0,0,0,0,2048,0
322,1,0,0,0,0,2048,0
143,1,0,0,0,0,2048,0
346,1,0,0,0,0,2048,0
52,1,0,0,1,1,2048,1
524,1,0,0,0,0,4096,0
714,1,0,0,0,0,2048,0
497,1,0,0,0,0,2048,0
358,1,0,0,0,0,4096,0
8,0,1,1,1,1,2048,1
440,1,0,0,1,0,4096,0
388,1,0,0,0,0,2048,0
248,1,0,0,0,0,4096,0
73,0,1,0,1,1,2048,1
615,1,0,0,0,0,2048,0
444,1,0,0,1,0,2048,0
710,1,0,0,0,0,2048,0
490,1,0,0,0,0,4096,0
494,1,0,0,0,0,4096,0
185,1,0,0,0,0,2048,0
659,1,0,0,0,0,2048,0
481,1,0,0,0,0,4096,0
441,1,0,0,0,0,2048,0
665,1,0,0,0,0,4096,0
722,1,0,1,0,0,2048,0
377,1,0,0,0,0,4096,0
612,1,0,0,0,0,2048,0
39,1,0,1,1,0,1024,1
706,1,0,0,0,0,2048,0
271,1,0,0,0,0,2048,0
638,1,0,0,0,0,2048,0
39,0,0,1,1,0,1024,1
613,0,0,0,0,0,2048,0
93,1,0,0,0,0,4096,0
584,1,0,0,0,0,4096,0
644,1,0,0,0,0,2048,0
140,1,0,0,0,0,2048,0
350,1,0,0,0,0,2048,0
223,1,0,0,0,0,2048,0
13,0,0,0,1,1,2048,1
451,1,0,0,0,0,2048,0
657,1,0,0,0,0,2048,0
306,1,0,0,0,0,2048,0
157,1,0,0,1,0,4096,0
645,1,0,0,0,0,2048,0
232,1,0,0,0,0,4096,0
435,1,0,0,0,0,2048,0
53,0,0,1,1,0,1024,1
85,0,1,1,0,1,1024,1
283,1,0,0,0,0,2048,0
335,1,0,0,0,0,2048,0
23,1,0,1,1,1,1024,1
473,1,0,0,0,0,2048,0
51,0,1,1,1,0,1024,1
161,1,0,0,0,0,4096,0
218,1,0,0,0,0,2048,0
447,1,0,0,0,0,4096,0
614,1,0,0,0,0,2048,0
309,1,0,0,0,0,2048,0
95,1,0,0,0,0,2048,0
713,1,0,0,0,0,2048,0
317,1,0,0,1,0,2048,0
106,1,0,0,0,0,2048,0
52,0,1,1,1,1,1024,1
101,1,0,1,1,0,2048,0
49,0,1,0,0,1,2048,1
588,1,0,0,0,0,4096,0
723,1,0,0,0,0,2048,0
72,0,1,1,1,1,1024,1
159,1,0,0,0,0,2048,0
197,1,0,0,0,0,2048,0
290,1,0,0,0,0,2048,0
141,1,0,0,0,0,4096,0
638,1,0,0,0,0,2048,0
29,0,0,0,0,1,1024,1
348,0,0,0,0,0,2048,0
571,0,0,0,0,0,4096,0
353,1,0,0,0,0,4096,0
392,1,0,0,0,0,4096,0
665,1,0,0,0,0,2048,0
643,1,0,0,0,0,2048,0
644,1,0,1,0,0,2048,0
214,1,0,0,0,0,2048,0
359,1,0,0,0,0,2048,0
569,1,0,0,0,0,4096,0
221,1,0,0,0,0,4096,0
91,1,0,0,0,0,2048,0
50,1,0,0,1,1,1024,1
570,1,0,0,0,0,2048,0
90,1,0,0,0,0,2048,0
420,1,0,0,0,0,2048,0
666,1,0,0,0,0,4096,0
726,1,0,0,0,0,4096,0
480,1,0,0,1,0,2048,0
232,1,0,0,0,0,2048,0
417,1,0,0,0,0,2048,0
717,1,0,0,0,0,4096,0
466,1,0,0,0,0,2048,0
179,1,0,0,0,0,2048,0
131,1,0,0,0,0,2048,0
83,1,1,1,0,1,2048,1
18,1,1,1,0,0,1024,1
65,1,1,1,1,1,1024,1
25,0,1,0,1,0,1024,1
27,0,0,0,1,1,1024,1
545,1,0,0,0,0,2048,0
324,1,0,0,0,0,2048,0
697,1,0,0,0,0,2048,0
481,1,0,0,0,0,2048,0
581,1,0,0,0,0,2048,0
432,1,0,0,0,0,2048,0
265,0,0,0,1,0,4096,0
141,1,0,0,0,0,2048,0
31,1,1,0,1,0,2048,1
567,1,0,0,0,0,2048,0
578,0,0,0,0,0,4096,0
94,1,0,0,0,0,2048,0
721,1,0,0,0,0,4096,0
27,0,1,1,1,0,1024,1
306,1,0,0,0,0,4096,0
41,0,0,0,1,0,2048,1
431,1,0,0,0,0,2048,0
490,1,0,0,0,0,2048,0
551,1,0,0,0,0,4096,0
300,1,0,0,0,0,4096,0
115,1,0,0,0,0,2048,0
341,1,0,1,0,0,2048,0
92,1,0,0,0,0,2048,0
56,0,1,1,0,1,1024,1
693,1,0,0,0,0,4096,0
22,1,1,1,1,1,2048,1
239,1,0,0,0,0,2048,0
672,1,0,0,0,0,2048,0
93,1,0,0,0,0,2048,0
586,1,0,0,0,0,2048,0
639,1,0,0,0,0,2048,0
557,1,0,0,0,0,4096,0
159,1,0,0,0,0,2048,0
11,0,1,0,1,0,2048,1
397,1,0,0,1,0,2048,0
20,0,1,1,0,0,2048,1
376,1,0,0,0,0,2048,0
381,1,0,0,0,0,2048,0
243,1,0,0,0,0,4096,0
222,1,0,0,1,0,2048,0
675,1,0,0,1,0,4096,0
363,1,0,0,0,0,2048,0
598,1,0,0,0,0,2048,0
442,1,0,0,0,0,2048,0
27,0,1,0,1,1,2048,1
28,0,1,0,1,0,1024,1
449,1,0,0,1,0,4096,0
687,1,0,0,0,0,2048,0
303,1,0,0,1,0,2048,0
495,1,0,0,0,0,2048,0
525,1,0,0,0,0,2048,0
104,1,0,0,1,0,2048,0
362,1,0,0,0,0,4096,0
652,0,0,0,0,0,2048,0
134,1,0,0,0,0,2048,0
84,1,0,1,1,0,1024,1
25,0,0,0,1,0,2048,1
276,1,0,0,0,0,2048,0
33,0,0,0,0,1,1024,1
89,0,1,1,1,0,2048,1
490,1,0,0,0,0,4096,0
335,1,0,0,1,0,4096,0
641,1,0,0,0,0,2048,0
23,0,1,1,1,0,1024,1
30,1,1,0,1,1,1024,1
546,1,0,0,0,0,4096,0
624,0,0,0,1,0,2048,0
696,1,0,0,0,0,2048,0
333,1,0,0,0,0,4096,0
106,1,0,1,0,0,4096,0
6,0,1,0,1,0,1024,1
704,1,0,0,0,0,2048,0
77,1,1,1,0,1,2048,1
12,0,1,1,1,0,2048,1
119,1,0,0,0,0,2048,0
281,1,0,0,0,0,2048,0
526,1,0,0,0,0,2048,0
268,1,0,0,0,0,2048,0
705,1,0,0,0,0,2048,0
563,1,0,0,0,0,4096,0
723,0,0,0,0,0,2048,0
223,1,0,0,0,0,2048,0
401,1,0,0,0,0,2048,0
114,1,0,0,0,0,2048,0
460,1,0,0,0,0,2048,0
614,1,0,0,0,0,2048,0
408,1,0,0,0,0,2048,0
319,0,0,0,0,0,2048,0
191,1,0,0,0,0,2048,0
539,1,0,0,1,0,2048,0
467,1,0,0,0,0,2048,0
292,1,0,0,0,0,2048,0
51,0,1,1,1,0,1024,1
551,1,0,0,0,0,2048,0
454,1,0,0,0,0,2048,0
193,0,0,0,0,0,2048,0
200,1,0,0,0,0,2048,0
517,1,0,0,0,0,2048,0
558,1,0,0,0,0,2048,0
670,1,0,0,1,0,4096,0
650,1,0,0,0,0,2048,0
339,1,0,0,0,0,2048,0
571,1,0,0,0,0,4096,0
420,1,0,0,0,0,2048,0
24,1,1,1,1,0,1024,1
290,1,0,0,0,0,2048,0
543,1,0,0,1,0,2048,0
593,1,0,0,0,0,4096,0
635,1,0,0,0,0,2048,0
200,1,0,0,1,0,2048,0
633,1,0,0,0,0,2048,0
298,1,0,0,0,0,2048,0
707,0,0,0,0,0,2048,0
122,1,0,1,0,0,2048,0
644,1,0,0,0,0,4096,0
49,0,1,1,1,0,1024,1
354,1,0,1,0,0,2048,0
315,1,0,0,0,0,2048,0
576,1,0,0,0,0,2048,0
268,1,0,0,0,0,4096,0
311,1,0,0,0,0,2048,0
459,1,0,0,0,0,2048,0
726,1,0,0,0,0,2048,0
256,1,0,0,0,0,2048,0
642,1,0,0,0,0,2048,0
389,1,0,0,0,0,4096,0
2,0,0,0,0,1,2048,1
124,1,0,0,0,0,2048,0
496,1,0,0,0,0,2048,0
591,1,0,0,0,0,4096,0
403,1,0,0,0,0,2048,0
6,1,1,1,1,0,2048,1
658,1,0,0,0,0,2048,0
304,1,0,0,1,0,2048,0
665,1,0,0,0,0,2048,0
151,1,0,0,0,0,4096,0
458,1,0,0,0,0,2048,0
457,1,0,0,0,0,4096,0
663,1,0,0,0,0,2048,0
183,1,0,0,0,0,2048,0
558,1,0,0,0,0,2048,0
36,0,1,0,1,0,2048,1
64,0,1,0,1,0,2048,1
16,1,1,1,1,0,1024,1
