query_name_length,query_type,response_code,subdomain_count,is_tunneling
80,AAAA,NOERROR,1,0
31,A,NOERROR,9,0
79,A,NOERROR,2,0
29,MX,NOERROR,7,0
53,A,NOERROR,7,0
16,A,NOERROR,3,0
53,A,NOERROR,5,0
36,NS,NXDOMAIN,0,0
34,A,NOERROR,5,0
78,AAAA,NOERROR,4,0
5,NS,NOERROR,6,0
62,AAAA,NXDOMAIN,8,1
12,MX,SERVFAIL,9,0
36,A,NOERROR,1,0
13,A,NOERROR,9,0
95,A,NOERROR,2,0
30,A,NOERROR,4,0
38,A,NOERROR,7,0
44,MX,NXDOMAIN,1,0
28,MX,NOERROR,6,0
65,AAAA,NOERROR,8,0
9,A,NOERROR,5,0
91,A,NOERROR,2,0
28,A,NOERROR,5,0
52,A,SERVFAIL,4,0
52,A,NXDOMAIN,6,1
64,AAAA,NXDOMAIN,1,0
71,AAAA,NXDOMAIN,5,0
16,A,NOERROR,0,0
83,A,NOERROR,3,0
41,AAAA,NOERROR,2,0
69,A,NXDOMAIN,4,0
13,A,NOERROR,6,0
90,A,NOERROR,2,0
95,A,NOERROR,1,0
23,A,NOERROR,6,0
41,A,NOERROR,8,0
86,A,NOERROR,6,0
15,A,NOERROR,8,0
10,A,REFUSED,7,0
40,A,NOERROR,2,0
44,A,NXDOMAIN,6,0
9,A,NOERROR,2,0
8,A,NOERROR,7,0
58,A,NOERROR,9,0
56,A,NOERROR,2,0
26,A,NXDOMAIN,0,0
97,AAAA,NXDOMAIN,9,1
15,AAAA,NOERROR,9,0
47,AAAA,NOERROR,3,0
82,A,NXDOMAIN,9,1
97,A,NXDOMAIN,2,0
78,MX,NOERROR,9,0
11,AAAA,NXDOMAIN,3,0
99,AAAA,NOERROR,9,0
87,A,NOERROR,9,0
90,A,NOERROR,7,0
14,A,NOERROR,9,0
95,A,NOERROR,1,0
85,A,NXDOMAIN,2,0
51,AAAA,NOERROR,7,0
93,MX,NOERROR,5,0
73,A,NOERROR,2,0
34,A,NXDOMAIN,3,0
58,AAAA,NOERROR,2,0
54,A,NOERROR,2,0
65,AAAA,NOERROR,7,0
38,A,NOERROR,1,0
17,A,NOERROR,6,0
57,A,NOERROR,6,0
63,AAAA,NOERROR,6,0
8,A,NOERROR,1,0
44,MX,NOERROR,6,0
88,A,NOERROR,2,0
73,TXT,NOERROR,1,1
98,CNAME,NOERROR,8,0
26,MX,NOERROR,1,0
60,AAAA,NOERROR,9,0
56,MX,NOERROR,8,0
76,A,NOERROR,0,0
13,A,NOERROR,7,0
9,A,NOERROR,3,0
50,CNAME,NOERROR,1,0
8,A,NOERROR,1,0
80,AAAA,REFUSED,4,0
72,A,NOERROR,6,0
96,MX,NOERROR,9,0
41,A,NOERROR,2,0
97,MX,NOERROR,6,0
67,A,REFUSED,8,0
17,A,NOERROR,8,0
69,MX,NXDOMAIN,5,0
66,A,NXDOMAIN,8,1
56,MX,NOERROR,4,0
85,A,NOERROR,3,0
60,AAAA,NOERROR,5,0
64,CNAME,NOERROR,4,0
44,A,NOERROR,1,0
28,A,NOERROR,7,0
25,A,NOERROR,6,0
61,A,NOERROR,5,0
99,A,NOERROR,9,0
6,A,NOERROR,8,0
62,A,NOERROR,2,0
97,A,NOERROR,4,0
55,A,NOERROR,8,0
17,A,NOERROR,6,0
16,AAAA,NOERROR,1,0
51,A,NOERROR,2,0
91,A,NOERROR,2,0
61,A,NOERROR,9,0
33,A,SERVFAIL,1,0
10,MX,NOERROR,9,0
6,A,NOERROR,4,0
98,AAAA,NXDOMAIN,5,0
17,A,NOERROR,6,0
36,NS,NOERROR,2,0
26,A,NXDOMAIN,2,0
68,MX,NOERROR,7,0
49,AAAA,NXDOMAIN,7,0
15,A,NOERROR,5,0
69,A,NXDOMAIN,8,1
65,A,NXDOMAIN,6,1
9,A,NOERROR,3,0
85,A,NOERROR,6,0
38,A,NOERROR,5,0
18,MX,NOERROR,9,0
98,A,NOERROR,9,0
6,A,NOERROR,7,0
38,AAAA,SERVFAIL,1,0
25,A,NOERROR,1,0
85,A,SERVFAIL,7,0
86,A,NXDOMAIN,3,0
21,A,NOERROR,5,0
57,AAAA,NOERROR,5,0
42,CNAME,NOERROR,6,0
12,A,NOERROR,8,0
9,A,NOERROR,8,0
34,A,NOERROR,1,0
49,A,NXDOMAIN,6,0
63,AAAA,NOERROR,1,0
5,A,NOERROR,0,0
90,AAAA,NOERROR,8,0
74,A,NOERROR,1,0
39,A,NOERROR,9,0
94,NS,NOERROR,0,0
70,A,NOERROR,8,0
33,AAAA,NOERROR,6,0
82,A,NOERROR,2,0
65,CNAME,NOERROR,4,0
60,A,NOERROR,7,0
87,A,NOERROR,5,0
96,A,NXDOMAIN,7,1
61,CNAME,NOERROR,8,0
15,A,NOERROR,9,0
78,A,NXDOMAIN,7,1
72,A,NOERROR,7,0
26,CNAME,NOERROR,3,0
30,A,NOERROR,5,0
57,A,NOERROR,9,0
32,A,NOERROR,1,0
39,AAAA,NXDOMAIN,3,0
51,A,NXDOMAIN,6,1
39,MX,NOERROR,1,0
20,A,NOERROR,5,0
24,A,SERVFAIL,7,0
28,AAAA,NOERROR,4,0
88,A,NOERROR,5,0
83,A,NOERROR,8,0
28,AAAA,NOERROR,4,0
46,A,NXDOMAIN,5,0
8,MX,NOERROR,9,0
20,TXT,NOERROR,6,0
60,A,NOERROR,1,0
86,CNAME,NOERROR,9,0
63,AAAA,NOERROR,0,0
82,A,NOERROR,5,0
88,NS,NXDOMAIN,7,1
48,A,NOERROR,7,0
67,A,NOERROR,9,0
7,AAAA,NXDOMAIN,7,0
72,AAAA,NXDOMAIN,4,0
43,A,NOERROR,3,0
37,A,NOERROR,3,0
53,A,NOERROR,8,0
97,A,SERVFAIL,6,0
17,A,NXDOMAIN,4,0
32,A,NOERROR,3,0
62,AAAA,NOERROR,3,0
10,MX,NOERROR,0,0
9,A,NOERROR,3,0
27,A,NXDOMAIN,4,0
26,A,NOERROR,1,0
11,A,NOERROR,6,0
62,A,NOERROR,8,0
77,CNAME,NOERROR,9,0
91,TXT,NXDOMAIN,2,1
51,AAAA,NXDOMAIN,2,0
12,A,NOERROR,9,0
6,AAAA,NOERROR,2,0
77,CNAME,NOERROR,5,0
92,MX,NOERROR,3,0
85,AAAA,NOERROR,7,0
50,A,NOERROR,0,0
54,A,NOERROR,3,0
20,A,NOERROR,5,0
88,A,NOERROR,7,0
61,A,NOERROR,0,0
33,A,NOERROR,1,0
98,A,NOERROR,7,0
47,A,NOERROR,6,0
96,NS,NOERROR,8,0
90,AAAA,NOERROR,4,0
22,A,NOERROR,9,0
15,A,SERVFAIL,4,0
91,A,NOERROR,9,0
55,A,NXDOMAIN,0,0
39,A,NOERROR,1,0
71,A,NOERROR,8,0
77,MX,NOERROR,3,0
54,A,NXDOMAIN,7,1
64,AAAA,NOERROR,3,0
73,A,NOERROR,9,0
92,MX,NXDOMAIN,5,0
86,AAAA,NOERROR,8,0
52,A,NOERROR,4,0
74,AAAA,NOERROR,6,0
8,A,NXDOMAIN,3,0
98,MX,NOERROR,9,0
29,A,NOERROR,4,0
44,A,NOERROR,6,0
41,TXT,NOERROR,5,0
45,A,NOERROR,0,0
47,A,NOERROR,8,0
67,NS,NOERROR,5,0
59,CNAME,NXDOMAIN,3,0
97,MX,NXDOMAIN,6,1
69,A,NOERROR,6,0
44,A,NOERROR,9,0
87,A,NOERROR,5,0
39,AAAA,NOERROR,8,0
83,A,NOERROR,4,0
75,AAAA,NXDOMAIN,1,0
30,A,NOERROR,0,0
93,A,NXDOMAIN,9,1
42,A,NOERROR,4,0
72,A,NOERROR,3,0
20,AAAA,NOERROR,3,0
21,A,NOERROR,6,0
38,AAAA,SERVFAIL,1,0
98,TXT,NOERROR,8,1
67,A,NOERROR,0,0
47,A,NOERROR,1,0
5,A,NOERROR,3,0
80,TXT,NXDOMAIN,2,1
72,TXT,NOERROR,2,1
29,A,NOERROR,0,0
66,MX,NOERROR,1,0
92,A,NXDOMAIN,6,1
16,TXT,NOERROR,0,0
63,A,NOERROR,0,0
50,A,NOERROR,2,0
44,A,NOERROR,5,0
72,MX,NOERROR,6,0
93,A,NOERROR,3,0
88,MX,NOERROR,6,0
39,AAAA,NOERROR,7,0
35,A,NXDOMAIN,6,0
20,A,NOERROR,9,0
45,AAAA,NOERROR,4,0
21,NS,NOERROR,3,0
94,MX,NOERROR,3,0
85,A,NOERROR,2,0
57,A,NXDOMAIN,3,0
39,AAAA,NOERROR,1,0
25,AAAA,SERVFAIL,8,0
58,TXT,NOERROR,8,1
18,A,SERVFAIL,8,0
54,MX,NOERROR,5,0
52,TXT,NOERROR,2,1
79,TXT,NOERROR,7,1
79,A,NOERROR,8,0
68,A,NOERROR,6,0
73,CNAME,NOERROR,2,0
13,MX,NOERROR,9,0
92,CNAME,NOERROR,8,0
58,AAAA,NOERROR,7,0
60,A,NOERROR,1,0
34,A,NXDOMAIN,8,0
98,AAAA,NXDOMAIN,7,1
99,NS,NXDOMAIN,7,1
38,AAAA,NXDOMAIN,8,0
7,A,NOERROR,0,0
12,A,NOERROR,0,0
95,NS,NOERROR,8,0
82,A,NOERROR,8,0
96,A,NOERROR,5,0
96,CNAME,NOERROR,2,0
80,A,NOERROR,8,0
69,A,NOERROR,2,0
36,AAAA,NOERROR,3,0
89,A,NOERROR,6,0
95,CNAME,NOERROR,2,0
35,MX,NOERROR,5,0
87,CNAME,NXDOMAIN,0,0
49,A,NOERROR,3,0
24,A,SERVFAIL,3,0
96,A,NOERROR,4,0
91,A,NOERROR,5,0
78,MX,NOERROR,6,0
34,A,SERVFAIL,5,0
38,AAAA,NXDOMAIN,6,0
5,A,NOERROR,6,0
24,AAAA,NOERROR,4,0
76,AAAA,NOERROR,2,0
47,CNAME,SERVFAIL,2,0
69,AAAA,NXDOMAIN,5,0
20,AAAA,REFUSED,8,0
55,A,NOERROR,9,0
10,A,NOERROR,5,0
82,CNAME,NOERROR,0,0
42,MX,NOERROR,8,0
10,A,NOERROR,8,0
57,A,NOERROR,1,0
67,A,NXDOMAIN,2,0
21,AAAA,SERVFAIL,6,0
77,A,NOERROR,3,0
60,A,NOERROR,2,0
98,A,NOERROR,9,0
18,A,NOERROR,8,0
55,AAAA,NOERROR,6,0
73,A,NOERROR,5,0
36,A,NOERROR,6,0
65,AAAA,NOERROR,0,0
49,A,NOERROR,6,0
17,A,NOERROR,0,0
95,A,NOERROR,2,0
77,A,NOERROR,6,0
62,CNAME,NOERROR,2,0
92,A,NOERROR,2,0
47,AAAA,NOERROR,9,0
46,AAAA,NOERROR,2,0
89,A,NXDOMAIN,8,1
57,AAAA,NOERROR,7,0
42,MX,NOERROR,5,0
85,AAAA,REFUSED,9,0
16,AAAA,NOERROR,1,0
12,A,NOERROR,6,0
35,TXT,NOERROR,0,0
6,CNAME,NOERROR,6,0
91,A,NOERROR,7,0
28,A,NXDOMAIN,8,0
11,AAAA,NOERROR,5,0
90,A,NOERROR,6,0
36,A,NOERROR,3,0
97,A,NOERROR,6,0
77,A,NOERROR,8,0
59,A,NOERROR,9,0
68,A,NOERROR,2,0
20,A,NOERROR,6,0
38,CNAME,NOERROR,0,0
17,A,NOERROR,3,0
98,A,NOERROR,7,0
91,A,NOERROR,9,0
5,MX,NOERROR,0,0
20,A,NOERROR,9,0
37,A,NOERROR,2,0
79,NS,NOERROR,6,0
63,AAAA,NOERROR,6,0
9,TXT,NOERROR,1,0
17,NS,NXDOMAIN,1,0
88,A,NXDOMAIN,0,0
20,AAAA,NOERROR,0,0
69,A,NOERROR,1,0
88,A,SERVFAIL,5,0
11,NS,NOERROR,3,0
24,A,NOERROR,4,0
49,AAAA,NOERROR,3,0
46,A,NXDOMAIN,8,0
17,MX,NOERROR,8,0
56,A,NXDOMAIN,4,0
28,A,NOERROR,9,0
63,A,NOERROR,8,0
70,AAAA,NOERROR,7,0
52,AAAA,NOERROR,8,0
79,A,NOERROR,2,0
44,NS,NOERROR,9,0
95,AAAA,NOERROR,1,0
26,TXT,NXDOMAIN,5,0
10,MX,NXDOMAIN,8,0
21,A,NOERROR,8,0
66,A,SERVFAIL,7,0
36,TXT,NOERROR,4,0
36,AAAA,NOERROR,1,0
85,A,NOERROR,5,0
70,A,NXDOMAIN,4,0
64,TXT,NOERROR,1,1
16,AAAA,NOERROR,2,0
16,A,NOERROR,2,0
28,AAAA,SERVFAIL,9,0
49,AAAA,NOERROR,2,0
69,A,NOERROR,5,0
64,AAAA,NXDOMAIN,6,1
27,A,NOERROR,0,0
35,AAAA,NOERROR,3,0
68,A,NOERROR,1,0
31,MX,NOERROR,4,0
62,MX,NOERROR,9,0
84,NS,NOERROR,7,0
18,NS,NOERROR,0,0
46,AAAA,NOERROR,4,0
13,NS,NXDOMAIN,7,0
76,MX,NOERROR,0,0
77,MX,NOERROR,0,0
75,TXT,NOERROR,5,1
88,A,NOERROR,2,0
81,AAAA,NOERROR,4,0
72,TXT,SERVFAIL,8,1
12,A,NOERROR,2,0
78,A,NOERROR,3,0
23,A,NOERROR,5,0
9,A,NOERROR,0,0
92,AAAA,NOERROR,4,0
26,A,NOERROR,3,0
69,A,NOERROR,5,0
72,A,NOERROR,6,0
75,A,NOERROR,4,0
54,A,NOERROR,6,0
7,AAAA,NXDOMAIN,6,0
69,A,NOERROR,1,0
22,A,NOERROR,6,0
34,A,NOERROR,8,0
36,NS,NXDOMAIN,3,0
26,A,NOERROR,1,0
34,A,NOERROR,2,0
24,A,NXDOMAIN,5,0
14,A,NOERROR,8,0
84,A,NOERROR,0,0
41,A,NOERROR,5,0
41,NS,NOERROR,0,0
37,A,NOERROR,6,0
46,A,NOERROR,3,0
38,AAAA,NOERROR,6,0
27,AAAA,NXDOMAIN,4,0
6,A,NOERROR,9,0
53,A,NXDOMAIN,7,1
65,A,NOERROR,7,0
67,A,SERVFAIL,8,0
55,A,NOERROR,8,0
68,MX,NOERROR,9,0
32,AAAA,NXDOMAIN,5,0
30,A,NOERROR,6,0
45,A,NOERROR,3,0
13,MX,SERVFAIL,7,0
55,A,NOERROR,2,0
15,A,NOERROR,1,0
16,A,NOERROR,9,0
56,AAAA,NOERROR,0,0
56,A,NOERROR,1,0
43,AAAA,NOERROR,6,0
47,A,NOERROR,2,0
28,A,NOERROR,0,0
83,A,NXDOMAIN,3,0
14,A,NOERROR,5,0
84,CNAME,NOERROR,1,0
11,A,NOERROR,3,0
57,A,NOERROR,9,0
59,A,NOERROR,3,0
97,A,NOERROR,0,0
22,A,NOERROR,0,0
29,A,REFUSED,2,0
93,A,NOERROR,2,0
87,A,NOERROR,4,0
32,A,NOERROR,5,0
31,AAAA,NXDOMAIN,8,0
74,AAAA,NXDOMAIN,1,0
76,AAAA,NOERROR,8,0
7,A,NOERROR,1,0
89,AAAA,NXDOMAIN,3,0
94,A,NOERROR,8,0
75,A,NOERROR,6,0
69,A,NOERROR,8,0
20,A,SERVFAIL,8,0
86,A,NOERROR,7,0
7,CNAME,NXDOMAIN,9,0
59,AAAA,NOERROR,7,0
19,AAAA,NXDOMAIN,5,0
80,AAAA,NOERROR,9,0
47,AAAA,NOERROR,1,0
62,A,NOERROR,9,0
31,A,NOERROR,2,0
74,A,NOERROR,9,0
17,CNAME,NOERROR,5,0
62,MX,NOERROR,2,0
7,MX,NOERROR,6,0
30,A,NXDOMAIN,3,0
27,A,NOERROR,3,0
87,CNAME,NOERROR,6,0
14,A,NOERROR,0,0
74,A,NOERROR,3,0
93,A,NOERROR,0,0
92,A,NOERROR,6,0
94,A,NOERROR,8,0
82,A,NOERROR,4,0
98,CNAME,NOERROR,1,0
99,A,NOERROR,5,0
7,MX,NXDOMAIN,0,0
97,A,REFUSED,3,0
96,A,NOERROR,7,0
81,A,NOERROR,6,0
79,A,NOERROR,9,0
46,MX,NOERROR,4,0
84,A,NOERROR,1,0
47,A,NOERROR,4,0
25,A,NXDOMAIN,7,0
89,TXT,NOERROR,2,1
97,MX,NOERROR,9,0
73,A,NOERROR,4,0
55,A,NXDOMAIN,2,0
76,CNAME,NXDOMAIN,0,0
84,CNAME,NOERROR,7,0
74,A,NXDOMAIN,2,0
98,A,NOERROR,5,0
50,A,NOERROR,7,0
74,A,NOERROR,8,0
79,A,NOERROR,9,0
95,CNAME,NOERROR,7,0
81,AAAA,NOERROR,6,0
6,AAAA,NOERROR,7,0
82,MX,NXDOMAIN,5,0
89,A,NOERROR,0,0
17,CNAME,NOERROR,5,0
68,A,REFUSED,6,0
99,A,REFUSED,1,0
79,NS,NOERROR,7,0
87,A,NOERROR,1,0
85,A,NOERROR,6,0
36,A,NOERROR,9,0
93,A,NOERROR,6,0
30,A,NXDOMAIN,3,0
11,AAAA,NOERROR,5,0
7,TXT,NOERROR,3,0
19,A,NOERROR,7,0
80,NS,NOERROR,3,0
38,A,NOERROR,1,0
67,A,NOERROR,5,0
58,A,NOERROR,0,0
70,MX,NOERROR,5,0
83,A,NOERROR,2,0
56,A,NOERROR,1,0
59,A,NXDOMAIN,0,0
12,MX,NXDOMAIN,5,0
82,AAAA,NXDOMAIN,3,0
42,AAAA,NOERROR,4,0
54,NS,NOERROR,5,0
57,A,NXDOMAIN,9,1
33,A,NOERROR,7,0
82,A,NOERROR,5,0
60,A,NOERROR,0,0
59,A,NOERROR,0,0
37,A,NOERROR,3,0
34,MX,NXDOMAIN,9,0
16,MX,NXDOMAIN,5,0
65,A,SERVFAIL,5,0
46,AAAA,NOERROR,4,0
14,AAAA,NOERROR,6,0
6,MX,NOERROR,4,0
94,AAAA,NOERROR,4,0
6,A,NXDOMAIN,2,0
8,A,NXDOMAIN,9,0
54,AAAA,NOERROR,4,0
48,A,NXDOMAIN,6,0
42,A,NOERROR,5,0
49,A,NOERROR,7,0
49,A,NOERROR,3,0
56,NS,NOERROR,9,0
71,NS,NOERROR,2,0
98,A,NOERROR,5,0
6,A,NOERROR,0,0
95,A,NXDOMAIN,9,1
95,A,NXDOMAIN,8,1
99,AAAA,NOERROR,9,0
26,AAAA,NOERROR,2,0
92,A,NOERROR,2,0
6,A,NOERROR,1,0
75,A,NOERROR,3,0
47,MX,NOERROR,5,0
24,A,NOERROR,4,0
86,A,NOERROR,5,0
48,A,NOERROR,7,0
27,A,NXDOMAIN,3,0
57,A,NXDOMAIN,5,0
13,A,NOERROR,9,0
62,A,NOERROR,2,0
27,CNAME,NOERROR,7,0
17,CNAME,NOERROR,6,0
76,A,NOERROR,2,0
69,A,NOERROR,5,0
47,A,NOERROR,6,0
63,NS,NOERROR,2,0
12,AAAA,NOERROR,2,0
95,AAAA,NOERROR,5,0
30,A,NOERROR,4,0
30,CNAME,NOERROR,6,0
9,A,NOERROR,0,0
62,A,NOERROR,7,0
66,A,NOERROR,5,0
52,A,NXDOMAIN,4,0
52,A,NOERROR,8,0
9,TXT,SERVFAIL,9,0
66,A,NOERROR,6,0
98,A,NOERROR,7,0
5,CNAME,NOERROR,7,0
79,NS,NOERROR,9,0
89,A,NOERROR,2,0
70,A,NOERROR,7,0
31,A,NOERROR,6,0
22,A,NOERROR,4,0
32,A,NOERROR,8,0
77,MX,NOERROR,0,0
60,A,NXDOMAIN,0,0
57,A,NOERROR,1,0
16,A,NOERROR,6,0
19,AAAA,NXDOMAIN,5,0
63,A,NOERROR,7,0
6,AAAA,NOERROR,5,0
29,MX,NXDOMAIN,9,0
14,A,NOERROR,0,0
48,TXT,NOERROR,0,0
84,A,NOERROR,4,0
19,A,NOERROR,8,0
24,AAAA,NXDOMAIN,5,0
62,NS,NXDOMAIN,9,1
25,A,NOERROR,2,0
8,AAAA,NOERROR,9,0
74,A,NXDOMAIN,0,0
18,A,NOERROR,1,0
94,A,NOERROR,3,0
52,A,NOERROR,5,0
31,NS,NOERROR,9,0
46,A,NXDOMAIN,2,0
56,A,NOERROR,5,0
81,CNAME,NOERROR,5,0
95,A,NOERROR,9,0
73,A,NOERROR,4,0
33,A,NOERROR,2,0
27,A,NOERROR,3,0
99,A,NOERROR,7,0
89,A,SERVFAIL,0,0
59,A,NOERROR,9,0
27,A,NOERROR,6,0
10,AAAA,NOERROR,8,0
17,A,NOERROR,9,0
70,A,NOERROR,9,0
18,A,NOERROR,2,0
47,NS,NXDOMAIN,5,0
52,CNAME,NOERROR,1,0
97,A,NOERROR,1,0
77,AAAA,NXDOMAIN,9,1
81,MX,NXDOMAIN,7,1
63,A,NOERROR,2,0
65,A,NOERROR,3,0
42,AAAA,NOERROR,1,0
87,AAAA,SERVFAIL,6,0
32,A,REFUSED,6,0
25,CNAME,NOERROR,0,0
95,MX,NXDOMAIN,1,0
45,A,NOERROR,1,0
19,AAAA,NOERROR,8,0
81,MX,NOERROR,2,0
77,AAAA,NXDOMAIN,7,1
27,A,NOERROR,8,0
18,A,NOERROR,3,0
31,MX,NOERROR,2,0
23,A,NOERROR,6,0
40,A,NOERROR,3,0
72,A,NOERROR,5,0
22,A,NOERROR,8,0
39,A,NOERROR,7,0
47,MX,NOERROR,2,0
70,NS,NOERROR,2,0
33,AAAA,NOERROR,5,0
81,A,NOERROR,6,0
52,A,NOERROR,5,0
8,NS,SERVFAIL,2,0
13,A,NOERROR,2,0
30,A,NOERROR,7,0
92,AAAA,NOERROR,8,0
67,CNAME,NOERROR,6,0
56,A,NXDOMAIN,0,0
16,AAAA,NOERROR,8,0
95,A,NXDOMAIN,6,1
89,A,NOERROR,6,0
25,A,NOERROR,7,0
17,A,NOERROR,7,0
65,AAAA,NOERROR,6,0
30,A,NXDOMAIN,5,0
15,A,NOERROR,6,0
85,MX,NXDOMAIN,9,1
46,A,NXDOMAIN,3,0
20,A,NOERROR,8,0
32,A,NOERROR,9,0
99,A,NOERROR,9,0
55,A,NOERROR,0,0
49,A,NOERROR,1,0
76,A,NOERROR,0,0
75,A,NOERROR,7,0
52,A,NOERROR,5,0
32,MX,NOERROR,5,0
89,A,NOERROR,6,0
14,A,NOERROR,8,0
35,MX,NOERROR,3,0
13,MX,NOERROR,7,0
98,A,NOERROR,3,0
96,A,NXDOMAIN,4,0
56,MX,NOERROR,7,0
80,AAAA,NOERROR,3,0
85,A,NOERROR,5,0
49,MX,NOERROR,6,0
7,A,SERVFAIL,9,0
37,A,NOERROR,6,0
64,A,NOERROR,2,0
96,MX,NOERROR,9,0
11,NS,NXDOMAIN,5,0
69,A,NOERROR,2,0
84,MX,NOERROR,3,0
67,A,NOERROR,5,0
71,A,NOERROR,9,0
24,A,NOERROR,5,0
48,A,NOERROR,7,0
75,A,NOERROR,8,0
9,A,NXDOMAIN,2,0
12,A,NOERROR,3,0
57,AAAA,NOERROR,4,0
31,AAAA,NOERROR,0,0
34,MX,NOERROR,6,0
71,A,NOERROR,0,0
19,AAAA,NOERROR,7,0
63,A,NOERROR,3,0
11,A,NOERROR,6,0
49,MX,NOERROR,3,0
90,AAAA,NOERROR,7,0
6,A,NXDOMAIN,0,0
60,MX,NOERROR,3,0
47,A,NOERROR,1,0
63,A,NOERROR,3,0
77,A,NXDOMAIN,8,1
60,A,NOERROR,9,0
90,A,NXDOMAIN,7,1
74,A,NOERROR,9,0
20,A,NXDOMAIN,7,0
54,TXT,NXDOMAIN,2,1
76,CNAME,NOERROR,1,0
81,A,NOERROR,7,0
55,A,NOERROR,4,0
73,A,NXDOMAIN,8,1
88,A,NXDOMAIN,7,1
65,A,NOERROR,7,0
84,A,NOERROR,7,0
79,MX,NOERROR,4,0
77,AAAA,NOERROR,9,0
58,A,NXDOMAIN,1,0
14,A,NOERROR,6,0
51,A,NOERROR,1,0
53,MX,NOERROR,1,0
58,A,NOERROR,1,0
44,AAAA,NOERROR,7,0
48,A,NOERROR,1,0
82,A,NOERROR,8,0
65,A,NOERROR,6,0
83,A,NOERROR,6,0
74,A,NOERROR,9,0
26,A,NOERROR,2,0
28,NS,NXDOMAIN,1,0
31,AAAA,NOERROR,6,0
50,CNAME,NOERROR,6,0
11,AAAA,SERVFAIL,8,0
47,MX,NOERROR,8,0
40,A,NOERROR,2,0
83,A,NOERROR,1,0
30,A,NOERROR,6,0
53,A,NXDOMAIN,1,0
63,MX,NOERROR,2,0
95,NS,NOERROR,6,0
30,AAAA,NXDOMAIN,5,0
35,AAAA,NOERROR,4,0
40,TXT,NOERROR,1,0
90,AAAA,NOERROR,6,0
67,A,NOERROR,2,0
81,A,NOERROR,2,0
97,A,NOERROR,4,0
64,A,NXDOMAIN,1,0
15,A,NXDOMAIN,6,0
55,A,NOERROR,2,0
7,NS,NOERROR,9,0
51,MX,NOERROR,7,0
49,A,NOERROR,4,0
74,NS,NOERROR,9,0
59,AAAA,NOERROR,8,0
98,A,NOERROR,0,0
50,CNAME,NOERROR,7,0
16,A,NOERROR,3,0
58,A,NOERROR,5,0
69,AAAA,NXDOMAIN,2,0
21,TXT,REFUSED,0,0
62,AAAA,NOERROR,5,0
17,CNAME,NXDOMAIN,3,0
37,AAAA,NOERROR,9,0
65,A,NXDOMAIN,4,0
16,A,NOERROR,7,0
75,A,NOERROR,6,0
63,A,NOERROR,3,0
12,A,NXDOMAIN,9,0
45,TXT,NOERROR,2,0
58,MX,NOERROR,5,0
31,A,NOERROR,9,0
18,A,NOERROR,8,0
69,A,NOERROR,9,0
77,AAAA,NOERROR,9,0
48,A,NOERROR,3,0
76,A,NOERROR,7,0
19,CNAME,NXDOMAIN,4,0
43,A,NOERROR,7,0
50,TXT,NOERROR,3,0
8,A,NOERROR,9,0
45,MX,NOERROR,6,0
76,AAAA,NOERROR,1,0
55,TXT,NOERROR,8,1
65,AAAA,NOERROR,6,0
56,AAAA,NOERROR,6,0
97,CNAME,REFUSED,8,0
49,A,NOERROR,1,0
51,AAAA,NOERROR,6,0
21,A,NOERROR,6,0
97,TXT,NXDOMAIN,9,1
20,A,NOERROR,1,0
54,A,NXDOMAIN,5,0
68,A,NOERROR,0,0
44,A,SERVFAIL,6,0
47,AAAA,NOERROR,1,0
90,A,NOERROR,3,0
60,CNAME,NOERROR,5,0
93,AAAA,NOERROR,9,0
11,A,NOERROR,4,0
49,AAAA,NXDOMAIN,2,0
85,AAAA,NOERROR,3,0
70,MX,NOERROR,6,0
97,TXT,NOERROR,2,1
77,MX,NOERROR,3,0
67,AAAA,NOERROR,2,0
6,TXT,NOERROR,2,0
98,A,NOERROR,5,0
37,A,NXDOMAIN,1,0
73,A,NOERROR,4,0
30,A,NXDOMAIN,8,0
14,A,NOERROR,4,0
63,A,NOERROR,5,0
8,AAAA,NOERROR,7,0
73,A,NXDOMAIN,6,1
92,A,NOERROR,2,0
79,A,NOERROR,5,0
5,AAAA,NOERROR,2,0
82,NS,NXDOMAIN,7,1
47,A,NOERROR,4,0
69,A,NOERROR,1,0
69,TXT,NOERROR,7,1
52,AAAA,NOERROR,8,0
60,A,NOERROR,8,0
93,A,NOERROR,9,0
62,A,NOERROR,0,0
96,TXT,NOERROR,2,1
33,NS,NOERROR,0,0
86,A,NOERROR,4,0
81,A,NOERROR,1,0
58,AAAA,NXDOMAIN,0,0
90,A,NOERROR,7,0
29,A,NOERROR,5,0
32,A,NOERROR,9,0
16,A,NOERROR,6,0
35,MX,NOERROR,9,0
91,TXT,NOERROR,5,1
79,A,NXDOMAIN,1,0
5,AAAA,NOERROR,2,0
9,A,NOERROR,4,0
91,TXT,NOERROR,5,1
77,MX,NOERROR,9,0
45,CNAME,NOERROR,6,0
10,A,NOERROR,2,0
92,MX,NXDOMAIN,4,0
52,A,NXDOMAIN,8,1
75,MX,NOERROR,6,0
23,MX,NOERROR,5,0
76,A,NXDOMAIN,9,1
67,A,NOERROR,8,0
70,MX,NOERROR,7,0
92,A,NXDOMAIN,4,0
28,A,NOERROR,1,0
66,NS,SERVFAIL,6,0
7,MX,NOERROR,5,0
95,A,NOERROR,7,0
92,TXT,NOERROR,3,1
83,A,NOERROR,0,0
60,A,NOERROR,0,0
