hour_of_day,log_level,event_frequency,unique_ips,failed_auth_count,avg_response_time_ms,error_rate,is_anomaly
8,INFO,31,3,2,202,0.015069206816358883,0
17,WARNING,37,12,4,137,0.007483788547669873,0
10,INFO,4,3,2,207,0.012131592575905598,0
15,INFO,33,5,2,91,0.0268686553523734,0
18,WARNING,15,7,2,125,0.012709102214756697,0
22,WARNING,494,180,54,2636,0.44790937447323587,1
12,DEBUG,6,23,4,300,0.02874113345645915,0
9,INFO,46,25,1,448,0.034603861414816986,0
8,WARNING,31,17,1,261,0.003502007974024263,0
18,INFO,34,14,4,268,0.0205740053131473,0
17,ERROR,44,3,3,142,0.03572358482375848,0
12,INFO,38,1,0,371,0.01639278321715437,0
12,INFO,13,22,2,64,0.037872450078136374,0
13,DEBUG,36,28,4,148,0.017122606917193223,0
9,DEBUG,32,26,2,315,0.03796472998387712,0
16,INFO,22,23,2,234,0.047789717839148496,0
9,DEBUG,48,18,2,203,0.025207501757388475,0
9,DEBUG,29,14,4,467,0.024137775505056816,0
19,WARNING,11,25,1,57,0.024223410653013214,0
12,WARNING,6,13,3,235,0.047618176633456424,0
16,DEBUG,5,12,3,114,0.007963721625570935,0
11,INFO,1,5,4,305,0.03701479770799014,0
13,DEBUG,39,3,0,192,0.03448672493845526,0
9,DEBUG,10,14,3,245,0.03162206302726161,0
2,ERROR,295,174,99,5066,0.6180866217495385,1
2,ERROR,373,252,73,2825,0.2565992338875388,1
16,DEBUG,24,17,4,452,0.04640121344354223,0
9,INFO,7,6,1,452,0.04539038416294153,0
8,DEBUG,22,15,4,351,0.011523993855084997,0
11,CRITICAL,21,19,4,410,0.025717968840544204,0
11,INFO,22,15,3,388,0.015679241049484406,0
8,INFO,33,7,2,298,0.03953875711321938,0
11,DEBUG,44,5,4,133,0.04501466195069728,0
23,ERROR,173,393,30,4994,0.7340079677105464,1
9,INFO,31,20,2,297,0.01603148219312636,0
17,WARNING,49,13,2,235,0.032271307383468194,0
11,DEBUG,16,26,1,470,0.007121596359312777,0
15,ERROR,15,7,1,371,0.025442415340017156,0
14,INFO,29,13,1,330,0.03793192838661032,0
16,DEBUG,19,13,4,408,0.013139246507029724,0
15,INFO,17,13,2,467,0.01959688803782459,0
8,INFO,26,23,2,391,0.03271663968322754,0
19,WARNING,36,8,0,253,0.047983411124454194,0
9,INFO,36,5,0,287,0.00396906190253628,0
0,ERROR,453,420,65,3714,0.2746061099885692,1
9,DEBUG,40,17,4,189,0.006397585564774944,0
0,INFO,383,249,37,1793,0.5537456883043486,1
15,INFO,9,14,1,159,0.003030502394724294,0
19,INFO,34,11,4,432,0.018107128310740486,0
11,INFO,18,10,2,166,0.014030939669227294,0
16,DEBUG,16,1,2,365,0.009906132319022327,0
3,INFO,471,385,55,3712,0.5138296548572197,1
11,INFO,28,6,3,191,0.0321757739778869,0
8,WARNING,32,7,4,203,0.034447804789771795,0
10,INFO,18,24,3,269,0.046423969803101386,0
13,INFO,44,15,4,50,0.01051480296388045,0
16,INFO,34,6,1,187,0.005050241554631791,0
18,DEBUG,29,18,1,264,0.0029305716120495043,0
8,INFO,21,2,3,468,0.02465480767129524,0
12,INFO,1,9,4,102,0.032295809435794125,0
2,CRITICAL,117,386,79,6653,0.20388108545903297,1
9,INFO,49,22,2,478,0.03328602440359733,0
14,DEBUG,33,17,4,185,0.009369481299734583,0
11,INFO,21,24,0,51,0.011121346924430326,0
12,INFO,35,11,2,453,0.03321125198279291,0
15,DEBUG,27,24,4,218,0.04772238703291249,0
9,WARNING,20,4,3,412,0.045156968079868076,0
10,WARNING,31,7,3,78,0.0013511068400164973,0
18,INFO,16,15,3,368,0.049068888696961986,0
12,INFO,14,25,4,435,0.01822387753926869,0
17,INFO,48,27,3,89,0.02771348865198664,0
11,INFO,32,29,4,474,0.01726632100950266,0
12,DEBUG,41,17,4,477,0.04122031124702686,0
5,INFO,90,131,17,5044,0.3016387041924354,1
19,DEBUG,2,13,1,484,0.04385990914897693,0
16,INFO,45,21,1,102,0.010606252866438582,0
15,INFO,22,13,2,373,0.03202086874061816,0
13,INFO,37,8,4,318,0.026582392565536735,0
8,INFO,17,7,3,299,0.029441962688298524,0
11,INFO,32,29,3,205,0.018270152319067486,0
14,INFO,38,26,3,345,0.00032186795350223066,0
17,INFO,17,4,1,156,0.03523314292114351,0
12,INFO,34,3,0,278,0.03571720782744766,0
11,INFO,7,17,4,198,0.043502450864943046,0
16,ERROR,29,16,2,367,0.048126040860763844,0
15,INFO,17,19,2,338,0.009955107946114462,0
10,DEBUG,24,2,2,230,0.0034056072917609485,0
13,ERROR,8,21,4,290,0.039245293763558925,0
19,INFO,23,14,4,253,0.043934828897469455,0
19,DEBUG,33,16,2,335,0.008558858450437074,0
11,DEBUG,29,17,2,245,0.005452701899162549,0
22,WARNING,262,127,76,3589,0.330660241984868,1
8,INFO,5,8,0,188,0.048887447736159974,0
8,INFO,37,9,1,157,0.02039142377914274,0
3,WARNING,449,175,96,2217,0.304259347294635,1
19,INFO,26,16,0,192,0.03856950470119801,0
13,DEBUG,24,17,2,98,0.014475012344919031,0
17,DEBUG,21,3,2,467,0.007849199689378023,0
18,INFO,33,22,2,264,0.009749683589023339,0
14,INFO,26,21,2,246,0.026305760076888254,0
16,INFO,10,28,3,498,0.019867148554005017,0
14,WARNING,42,17,4,267,0.047930158186424605,0
16,DEBUG,29,18,2,187,0.0207667131931033,0
17,DEBUG,35,18,2,128,0.004857640440951022,0
1,INFO,340,484,84,6304,0.7282757608630717,1
15,INFO,12,6,1,393,0.04528734187275805,0
14,INFO,44,29,3,341,0.025903664864486094,0
19,INFO,7,6,3,94,0.04727208695050569,0
1,ERROR,161,233,31,7790,0.38955707380174776,1
18,INFO,20,29,3,59,0.048139103016689694,0
10,INFO,29,16,0,403,0.04607531700948202,0
0,WARNING,388,457,20,8919,0.23434069738487506,1
12,INFO,28,4,4,427,0.031040279450814265,0
22,WARNING,179,252,14,6146,0.46572633577967587,1
19,INFO,22,26,0,246,0.03977602032250355,0
17,INFO,14,22,3,67,0.03406226658843623,0
5,WARNING,78,98,55,4491,0.5044929663263881,1
8,INFO,10,22,1,487,0.040432085516192866,0
15,ERROR,2,21,4,313,0.019066935532754056,0
8,DEBUG,22,20,0,400,0.013992124211505315,0
4,WARNING,327,167,85,4653,0.6932278757815127,1
11,INFO,35,23,2,109,0.0475313784511473,0
9,INFO,47,12,2,387,0.00428821978674025,0
12,DEBUG,40,16,2,190,0.03852251354605462,0
13,WARNING,48,6,4,278,0.019317506650202126,0
11,INFO,11,16,0,188,0.02331755782289623,0
19,WARNING,43,7,4,308,0.00605796751451756,0
11,INFO,43,14,3,449,0.005931546393388387,0
14,WARNING,33,3,0,121,0.01756188516386849,0
18,INFO,34,1,1,258,0.03565684486749525,0
11,DEBUG,33,17,1,362,0.013401906791396146,0
9,WARNING,19,20,4,279,0.03481437137970057,0
5,INFO,188,475,44,7823,0.633617592731625,1
14,WARNING,10,7,4,98,0.021233082142539883,0
8,INFO,19,29,1,340,0.046775825329323624,0
11,CRITICAL,43,7,1,350,0.003970928856951223,0
13,INFO,12,4,0,409,0.01567284821176641,0
15,INFO,10,7,0,185,0.02994981106966127,0
15,DEBUG,7,8,4,388,0.010739395450515193,0
16,INFO,40,9,2,219,0.018661293274301573,0
1,ERROR,361,198,99,5834,0.7944996457972349,1
9,INFO,16,15,1,128,0.0337076046072424,0
10,DEBUG,33,4,3,295,0.010896082603454621,0
9,INFO,38,26,2,368,0.017636767110332057,0
22,ERROR,349,336,48,1712,0.5316658644020563,1
13,DEBUG,45,25,2,108,0.01330952703870223,0
18,INFO,25,12,3,126,0.03676423702572509,0
19,WARNING,42,23,4,366,0.0435488644814739,0
8,INFO,31,6,2,482,0.033565574375010544,0
10,INFO,42,4,3,303,0.03942935942251715,0
14,ERROR,1,4,3,324,0.04920200498169879,0
14,DEBUG,39,18,2,488,0.016592307860849836,0
12,INFO,20,1,2,106,0.012908303650976416,0
10,INFO,9,21,2,112,0.022516959707321968,0
14,INFO,43,6,2,499,0.03191597498936767,0
12,INFO,2,26,4,455,0.005358318460190892,0
13,INFO,1,9,1,57,0.002620482014551029,0
10,DEBUG,44,17,0,92,0.006880293521245562,0
13,INFO,39,21,4,202,0.008347587818975533,0
14,INFO,5,11,2,331,0.001963795438634147,0
15,DEBUG,12,29,3,308,0.029614364272138635,0
9,DEBUG,14,21,4,326,0.029019323273467436,0
23,CRITICAL,261,367,74,2064,0.4758503610246516,1
13,INFO,32,11,0,76,0.006535435740313339,0
15,INFO,40,27,4,297,0.047329259798147866,0
12,WARNING,46,4,3,434,0.035271574138877784,0
8,INFO,44,13,3,220,0.005071477190517194,0
18,ERROR,9,29,3,231,0.02882994587122789,0
8,WARNING,42,19,1,103,0.0019886837798991754,0
22,ERROR,305,112,42,5103,0.7413273749412821,1
16,INFO,33,22,0,496,0.040408641837760245,0
0,ERROR,263,283,70,2123,0.39784798367758534,1
19,WARNING,38,1,2,379,0.004800862319710481,0
17,INFO,14,17,0,318,0.042335720304640306,0
8,DEBUG,9,17,3,324,0.0037248476120273935,0
18,DEBUG,27,7,2,400,0.024358872397545583,0
15,DEBUG,44,14,0,165,0.025691525795723355,0
9,WARNING,19,5,3,143,0.03868174650223508,0
19,WARNING,25,14,1,255,0.04928242432466803,0
3,ERROR,152,306,71,7675,0.6257817487476359,1
8,INFO,22,25,3,81,0.03203962343988419,0
8,WARNING,29,28,3,411,0.026015311166176835,0
1,WARNING,192,338,34,9023,0.5343483263437048,1
8,DEBUG,44,3,3,151,0.03986393810768798,0
13,INFO,13,6,4,406,0.026136670767041195,0
19,WARNING,28,7,4,191,0.030331920840500817,0
14,INFO,3,19,1,95,0.01692457917022855,0
11,INFO,30,9,0,406,0.04574044105164925,0
12,DEBUG,11,2,4,141,0.03437180137043951,0
11,INFO,2,28,4,238,0.017849763702204452,0
11,WARNING,9,12,1,69,0.02484022324330212,0
17,INFO,33,7,4,202,0.015282457039554677,0
8,INFO,26,10,4,238,0.03194217123678174,0
13,DEBUG,16,20,2,76,0.040439543176355244,0
17,WARNING,25,15,1,298,0.017143183194780483,0
17,DEBUG,1,25,3,462,0.04092423913172218,0
14,DEBUG,21,23,3,374,0.04634478327301833,0
14,WARNING,20,24,0,292,0.019751399875053102,0
15,ERROR,5,27,0,288,0.011554407287882436,0
23,ERROR,398,126,31,4780,0.30365393483821834,1
13,INFO,40,19,4,66,0.0027377051008537104,0
19,INFO,38,6,3,180,0.02416699160557916,0
15,DEBUG,1,20,1,489,0.03896233993430359,0
10,DEBUG,13,13,2,231,0.00229585170991633,0
16,INFO,18,20,0,185,0.03202054240348035,0
10,DEBUG,4,12,4,104,0.04195173748353238,0
11,WARNING,47,18,0,274,0.014902131869236241,0
5,WARNING,209,104,87,5442,0.23521287579229697,1
13,INFO,48,11,1,208,0.0016908108900719144,0
19,INFO,5,26,3,313,0.02755066695934946,0
19,INFO,33,25,2,370,0.0030720969538552303,0
15,INFO,26,11,1,54,0.00011106074630172215,0
2,CRITICAL,442,67,12,2677,0.7946078221426665,1
23,ERROR,89,61,22,6640,0.7816632168933615,1
13,INFO,17,7,1,83,0.03733572351500211,0
3,ERROR,481,84,76,1260,0.22067043014402873,1
12,DEBUG,6,7,0,50,0.01561750926504575,0
3,ERROR,203,92,76,7873,0.7115559925259638,1
16,INFO,36,14,1,59,0.032880185442715114,0
14,WARNING,7,24,3,343,0.035366845116472735,0
19,WARNING,1,5,3,383,0.036144008092173795,0
16,DEBUG,10,22,4,57,0.00792016469130638,0
16,DEBUG,13,12,3,202,0.0032548798536120027,0
13,DEBUG,41,4,4,142,0.025228549342365743,0
13,ERROR,32,3,0,483,0.019933990519213213,0
11,DEBUG,14,18,3,366,0.04646392514636767,0
15,INFO,33,24,3,86,0.0002879220884069833,0
3,ERROR,164,276,39,9124,0.6045484341895399,1
12,INFO,9,5,3,80,0.049594041650197075,0
4,WARNING,309,377,38,5628,0.543032724888167,1
17,DEBUG,10,6,0,475,0.04073882906387797,0
9,INFO,11,14,0,201,0.0011236983311364967,0
8,DEBUG,39,6,0,410,0.04327036494626067,0
13,DEBUG,20,20,3,390,0.029207189376399656,0
9,DEBUG,25,25,4,239,0.032699328984182034,0
19,INFO,12,23,4,183,0.019847341706396338,0
11,INFO,22,12,1,100,0.04720012086273173,0
12,DEBUG,12,28,1,448,0.026153671173514872,0
14,INFO,14,26,3,467,0.030882047251269303,0
17,DEBUG,42,12,3,497,0.010445732754346439,0
8,INFO,48,29,4,479,0.027907346249651934,0
19,DEBUG,36,8,2,287,0.011032340473552294,0
18,INFO,14,23,1,125,0.005727578548960749,0
12,DEBUG,2,20,4,302,0.025752099528287022,0
11,WARNING,2,25,3,259,0.042305340352943394,0
14,DEBUG,43,2,1,202,0.043870245581049724,0
17,WARNING,43,5,1,471,0.04684896228975531,0
14,WARNING,6,18,1,239,0.0468136892683958,0
15,INFO,25,24,3,115,0.04843301020078635,0
11,WARNING,3,25,4,390,0.036086928323987064,0
11,DEBUG,23,3,2,72,0.005576465262056857,0
17,DEBUG,9,16,3,466,0.03089227761641737,0
12,DEBUG,31,5,1,495,0.030445246388439862,0
12,DEBUG,28,9,0,76,0.005360401628744399,0
18,INFO,25,6,4,366,0.035141361674210954,0
10,INFO,35,19,3,169,0.02070041592230832,0
12,DEBUG,1,22,1,206,0.003511184140251389,0
2,WARNING,216,425,35,4050,0.34165513247863555,1
15,DEBUG,15,27,1,343,0.009589646803397085,0
14,INFO,43,27,1,386,0.006197728817617954,0
15,ERROR,40,16,3,121,0.01013561414274985,0
12,INFO,16,26,2,110,0.03821413739777468,0
19,INFO,23,7,0,70,0.03856033273344754,0
18,INFO,49,4,3,328,0.004287300606134875,0
9,INFO,35,16,4,363,0.02563883350946038,0
15,DEBUG,8,20,2,229,0.03450635180725319,0
16,ERROR,7,17,0,195,0.03414803458680267,0
23,ERROR,186,492,56,7910,0.556359415620507,1
8,INFO,35,28,2,121,0.0212152492900019,0
23,CRITICAL,287,498,27,9728,0.5420380760069488,1
22,CRITICAL,333,338,88,8004,0.5031659197396469,1
10,INFO,33,13,3,393,0.047664228782099916,0
8,DEBUG,37,2,4,58,0.0088184613846014,0
13,INFO,35,2,0,94,0.049775034220723324,0
19,INFO,18,24,4,469,0.006879211670089764,0
15,INFO,19,22,1,377,0.03932024169055386,0
16,DEBUG,10,23,4,245,0.005214073817435206,0
13,INFO,4,27,4,351,0.031201808901147505,0
19,INFO,30,4,0,137,0.027704282347729592,0
13,DEBUG,45,16,4,354,0.049935148826048846,0
8,WARNING,33,27,3,179,0.025910825197674098,0
12,DEBUG,4,4,2,125,0.03168546125680314,0
10,DEBUG,9,20,0,253,0.03602418849060387,0
14,INFO,17,12,2,459,0.036276529967506896,0
19,WARNING,43,22,4,388,0.031885209442615775,0
16,ERROR,39,28,1,393,0.03923161183081279,0
18,INFO,24,28,0,496,0.03660854564347219,0
13,DEBUG,39,29,4,475,0.01840965631420266,0
12,ERROR,13,29,4,109,0.006063222436749488,0
14,WARNING,26,20,1,364,0.04515506825277049,0
18,DEBUG,19,14,4,74,0.0004883910966135829,0
0,ERROR,488,273,20,5778,0.5990999306698828,1
12,INFO,30,17,1,498,0.027501140235455402,0
12,INFO,26,24,0,303,0.03938122014105322,0
17,ERROR,13,18,0,430,0.010679883693769161,0
11,DEBUG,49,12,2,465,0.031740237934079846,0
12,INFO,18,25,3,481,0.01890083522905241,0
14,DEBUG,21,10,3,302,0.0001718538867706232,0
1,ERROR,184,129,77,1638,0.6286728111596964,1
11,INFO,47,15,4,457,0.0312494468716293,0
16,DEBUG,9,17,3,281,0.0027753719163366277,0
19,INFO,30,26,3,169,0.04347647368254672,0
9,ERROR,29,11,4,211,0.00851287414667185,0
15,INFO,29,24,1,227,0.040216754676840195,0
16,INFO,46,25,4,264,0.020113623591976326,0
12,DEBUG,19,20,2,141,0.010908559984931438,0
14,INFO,8,7,2,101,0.029272071613456154,0
13,INFO,44,20,0,131,0.022555722816169473,0
8,WARNING,17,29,1,145,0.045022818954970144,0
15,DEBUG,12,19,3,111,0.032210242181163085,0
16,INFO,15,11,0,422,0.04101628505330629,0
17,DEBUG,5,1,0,233,0.0021056007938619506,0
4,DEBUG,103,202,51,1513,0.5519844635757978,1
8,INFO,3,23,3,88,0.016271723817780494,0
15,DEBUG,5,22,4,88,0.007990345924289417,0
10,DEBUG,34,15,2,490,0.04871147123877858,0
19,INFO,9,13,3,333,0.0344949056060061,0
13,INFO,24,24,4,214,0.015454010015502962,0
4,ERROR,373,433,33,7641,0.2959747559034013,1
15,INFO,27,16,1,268,0.025803063694578993,0
12,INFO,49,19,1,240,0.0007606638955783285,0
15,INFO,20,6,1,298,0.03871496366028408,0
14,DEBUG,47,28,3,428,0.04037374484038587,0
14,INFO,45,22,2,460,0.036309553393078946,0
14,DEBUG,41,28,2,94,0.01885079057479294,0
3,CRITICAL,141,172,94,9867,0.752486373559758,1
5,ERROR,134,338,35,6134,0.49103144207644794,1
13,DEBUG,34,1,2,417,0.021819732567761055,0
18,INFO,29,18,2,446,0.0474843740649477,0
16,WARNING,43,9,4,135,0.02329726632244654,0
3,INFO,294,113,52,3449,0.4007250209198573,1
4,INFO,277,439,91,3692,0.532027993772824,1
14,WARNING,3,22,4,200,0.031070890254108436,0
9,DEBUG,10,19,0,498,0.040090382882672665,0
19,DEBUG,34,26,0,112,0.014408003103236311,0
15,INFO,1,23,0,151,0.026483311344989047,0
19,INFO,6,1,3,249,0.004550540210276239,0
18,INFO,6,29,2,422,0.047753918410452165,0
13,INFO,43,8,2,216,0.049724466646095,0
11,WARNING,16,10,4,425,0.028514827921510433,0
4,ERROR,127,492,74,3849,0.5461376176700897,1
14,ERROR,5,3,0,304,0.04176641723176103,0
15,INFO,25,13,2,424,0.026284144504706532,0
8,DEBUG,27,20,0,404,0.03102372309072974,0
17,ERROR,42,11,0,231,0.03645518860424802,0
11,DEBUG,38,23,0,282,0.016575533370143558,0
11,INFO,43,20,1,383,0.015481084802792644,0
17,DEBUG,26,5,1,179,0.041435979317034376,0
16,INFO,16,13,1,298,0.009436000683656038,0
13,WARNING,45,12,4,52,0.011817373844079965,0
11,INFO,44,16,0,452,0.029615246148328517,0
8,DEBUG,26,17,1,371,0.019869110987026747,0
15,DEBUG,45,14,1,350,0.0065580670472682795,0
18,INFO,37,21,3,447,0.049194915723025104,0
16,DEBUG,28,26,4,260,0.02366340107381089,0
12,INFO,28,10,1,286,0.04994679333280227,0
12,INFO,30,13,1,312,0.022567954920891566,0
22,WARNING,308,158,45,5071,0.4017335261193853,1
15,INFO,25,4,3,434,0.0351945941035621,0
15,INFO,45,19,3,485,0.016309922664833866,0
12,DEBUG,19,12,4,110,0.004164618695459227,0
11,INFO,13,25,0,456,0.007585450447795811,0
13,WARNING,11,1,0,446,0.0019131541547388387,0
17,DEBUG,48,10,4,110,0.032855961002882704,0
12,DEBUG,23,21,0,471,0.0032778058677693234,0
2,ERROR,134,355,54,3761,0.30692875860932745,1
16,DEBUG,10,29,0,59,0.005730303317446412,0
8,DEBUG,34,2,3,276,0.029177197802546847,0
23,ERROR,313,250,43,1911,0.2441361928671893,1
16,DEBUG,23,21,1,466,0.022276355775132595,0
13,DEBUG,40,26,3,457,0.04789572170414909,0
18,ERROR,21,27,2,318,0.013449783244967761,0
17,DEBUG,20,17,2,275,0.049607884615921145,0
12,WARNING,32,4,2,294,0.029255771860016006,0
14,DEBUG,14,7,1,68,0.04302051857393116,0
18,WARNING,24,15,0,261,0.005999374722985601,0
15,INFO,46,1,1,111,0.04918323164316152,0
16,DEBUG,18,28,3,244,0.03775250453063489,0
16,INFO,47,29,2,132,0.029731671620215533,0
17,WARNING,30,14,1,480,0.00024316213048937164,0
1,WARNING,83,190,56,2858,0.7206606903152233,1
10,INFO,48,15,2,452,0.008445158760048676,0
15,INFO,14,2,4,91,0.02036027778812205,0
8,INFO,42,20,2,268,0.014795244738327962,0
14,INFO,21,26,4,316,0.042487042507617194,0
19,DEBUG,34,2,2,288,0.0375708195339194,0
12,DEBUG,5,16,0,345,0.044596547416295734,0
23,ERROR,212,381,50,5209,0.3693144287580856,1
0,CRITICAL,188,185,95,6574,0.22243877221844724,1
23,WARNING,347,452,34,8414,0.7893885826409239,1
4,ERROR,129,282,25,5984,0.4118135607585016,1
19,DEBUG,44,19,3,472,0.038848704749560314,0
18,INFO,30,16,1,392,0.04293266028415782,0
22,ERROR,197,326,43,9585,0.5558177426323085,1
8,INFO,43,17,0,382,0.033491067585330506,0
1,CRITICAL,306,456,57,4605,0.608782754798247,1
14,DEBUG,49,23,1,475,0.029170575905753622,0
18,DEBUG,36,21,3,300,0.04816988823880186,0
19,CRITICAL,38,13,1,258,0.020868280854586266,0
23,WARNING,128,347,16,5581,0.40700838214107715,1
14,INFO,5,26,0,157,0.0027979351959849133,0
19,INFO,6,9,3,151,0.020481176896975924,0
9,INFO,49,14,2,448,0.003646866779007968,0
11,DEBUG,14,1,2,336,0.029704556728669215,0
9,DEBUG,11,8,2,96,0.02961847037773249,0
11,INFO,37,10,3,97,0.017335625445973956,0
12,DEBUG,2,4,2,436,0.04530559040828457,0
15,INFO,31,25,4,350,0.008123753486341178,0
9,INFO,46,13,2,227,0.02321352782071966,0
17,INFO,27,18,2,340,0.029502956561220973,0
10,INFO,16,9,0,85,0.009912513265030499,0
17,WARNING,2,8,2,459,0.04096553880463232,0
3,ERROR,119,327,64,7670,0.30899737934022564,1
12,INFO,26,21,1,176,0.026157952472346153,0
18,WARNING,16,19,4,101,0.020321914480544052,0
19,INFO,9,16,3,329,0.0303022677466416,0
19,ERROR,9,1,0,311,0.04069947147020353,0
16,DEBUG,5,15,3,376,0.01676102127759311,0
17,WARNING,36,6,2,357,0.015218392013604738,0
18,INFO,7,10,1,77,0.04559473364435118,0
12,WARNING,32,5,2,94,0.0499634037110005,0
16,WARNING,29,8,2,127,0.011390541637998748,0
11,DEBUG,37,1,0,88,0.010852463687008936,0
17,INFO,3,13,0,188,0.007399817791700458,0
12,INFO,30,26,3,253,0.014638041892707288,0
16,DEBUG,40,16,2,419,0.02481834657882602,0
4,ERROR,141,366,60,8146,0.2946636471174414,1
12,DEBUG,48,7,2,227,0.012049418885259972,0
12,WARNING,27,15,0,211,0.04292691683976832,0
11,DEBUG,6,24,1,340,0.006192742321832429,0
4,ERROR,87,233,18,2184,0.3673871411379055,1
18,DEBUG,9,26,3,294,0.027999370583017838,0
12,DEBUG,20,28,4,328,0.013262197398662374,0
19,INFO,11,17,4,178,0.022802024340873403,0
2,ERROR,170,242,22,4104,0.4398372220086874,1
14,DEBUG,39,23,4,209,0.02980133550187272,0
1,CRITICAL,159,63,87,7069,0.7688704556295836,1
8,DEBUG,5,24,2,231,0.030551747353531847,0
9,INFO,39,14,4,163,0.02375179710102525,0
14,INFO,23,8,4,453,5.651568993969569e-05,0
10,INFO,6,13,3,383,0.04645140515150176,0
2,WARNING,95,422,95,4047,0.2927904458203303,1
17,INFO,18,4,3,265,0.04259178517052518,0
18,INFO,21,29,4,454,0.012752603500593696,0
9,DEBUG,15,29,2,381,0.049103493992424835,0
13,DEBUG,31,11,0,371,0.04998578927722829,0
18,DEBUG,10,9,1,432,0.01166631121764884,0
11,DEBUG,6,19,1,190,0.012606155393570124,0
19,DEBUG,24,22,2,272,0.04240291804812942,0
18,DEBUG,33,4,2,95,0.0070301493066453336,0
12,INFO,28,1,1,457,0.00016889933573708272,0
13,INFO,28,19,1,425,0.03149513451343466,0
10,INFO,10,19,2,459,0.013595823866424146,0
8,DEBUG,23,29,2,82,0.01844033905464051,0
10,INFO,15,19,2,90,0.022375396997721182,0
10,INFO,46,11,4,265,0.013292118761580202,0
13,INFO,48,6,1,50,0.005935059157175871,0
11,INFO,37,25,1,314,0.03539036189647044,0
2,ERROR,144,367,95,1389,0.7963046928826767,1
18,DEBUG,48,23,3,170,0.03843463728942058,0
23,ERROR,474,153,18,3855,0.3044612413073235,1
19,DEBUG,7,29,1,476,0.011308832890441108,0
1,CRITICAL,486,169,63,4242,0.6165214625386573,1
15,INFO,18,25,0,88,0.047829007478785684,0
18,INFO,15,4,3,359,0.014882689728403377,0
13,ERROR,49,13,4,422,0.042715904272555116,0
17,INFO,33,24,2,199,0.01363490811628505,0
23,WARNING,341,327,58,9240,0.47009553362131135,1
17,DEBUG,48,1,2,274,0.045359491493679766,0
19,INFO,22,8,4,448,0.0483927952711635,0
2,CRITICAL,358,476,17,2901,0.37596223115268357,1
10,WARNING,41,21,2,394,0.027351991912129503,0
8,INFO,17,23,0,148,0.005069603901232251,0
8,INFO,26,11,1,74,0.026972841299342645,0
23,ERROR,306,194,14,8940,0.783215138852003,1
10,INFO,40,2,4,150,0.0004569475252483191,0
16,INFO,18,17,3,418,0.04543653769540574,0
15,INFO,8,28,2,172,0.028809521724425177,0
19,INFO,3,13,3,486,0.03212071363361665,0
18,WARNING,14,27,2,315,0.03649499369853526,0
23,ERROR,199,183,34,1589,0.3864801507448854,1
23,DEBUG,216,227,94,8083,0.3030713520690096,1
14,DEBUG,37,16,4,158,0.0219955316189221,0
14,WARNING,49,28,0,355,0.04293703809102938,0
12,WARNING,1,17,1,78,0.04754327747137845,0
14,INFO,48,10,3,450,0.031060421354792436,0
11,INFO,35,17,1,363,0.03825071680904669,0
22,CRITICAL,364,215,13,8621,0.6686325806253299,1
19,WARNING,19,10,4,117,0.005552646636969322,0
8,INFO,11,22,4,486,0.030545780179107793,0
18,DEBUG,35,14,3,128,0.02848909663620256,0
11,INFO,2,15,3,304,0.025015639032287137,0
10,DEBUG,3,9,3,181,0.028222321083563814,0
9,WARNING,15,2,4,62,0.016954223356214576,0
1,INFO,290,151,93,9887,0.38814066872860725,1
3,ERROR,301,395,68,2425,0.37655106425050144,1
8,INFO,28,7,3,105,0.021602951622267393,0
3,ERROR,405,138,87,2877,0.27061485518767014,1
16,INFO,30,4,0,374,0.02811466377588111,0
13,DEBUG,38,13,4,104,0.0065251864725733135,0
8,INFO,5,22,4,338,0.024771546345814917,0
17,INFO,6,22,4,467,0.03734569299494859,0
2,WARNING,458,309,38,3279,0.7769098267338961,1
14,CRITICAL,12,4,1,289,0.042583112064914996,0
12,INFO,4,9,4,107,0.025561123494319937,0
16,INFO,24,11,0,341,0.02641371673380684,0
14,INFO,25,1,1,318,0.02820040753742646,0
12,INFO,26,13,2,397,0.012178296676760826,0
9,INFO,46,21,3,184,0.019038239795427837,0
11,INFO,46,27,1,106,0.03344465955993015,0
9,CRITICAL,43,25,1,186,0.01974965373567472,0
16,INFO,33,9,0,331,0.04689359752550552,0
9,INFO,21,25,0,402,0.045317175542586435,0
9,INFO,23,18,2,360,0.008799918450774524,0
9,INFO,37,7,2,72,0.009928393485599868,0
4,ERROR,334,494,66,9191,0.5787003919779101,1
16,ERROR,12,26,2,233,0.029157556182918445,0
15,DEBUG,37,24,1,203,0.04412049736611795,0
9,INFO,21,17,2,165,0.006279525250319246,0
9,INFO,13,18,2,124,0.039768647747924865,0
12,DEBUG,43,1,4,482,0.00607181042424419,0
19,WARNING,33,29,1,126,0.02776789836346126,0
19,DEBUG,44,9,1,101,0.02897768539741365,0
11,DEBUG,6,10,1,499,0.04820061913433918,0
9,WARNING,43,16,3,238,0.03759180761412359,0
15,DEBUG,12,11,2,321,0.03616773735132977,0
15,INFO,38,21,2,398,0.001251069750676276,0
11,WARNING,30,4,2,197,0.037811293357237596,0
11,INFO,37,24,0,145,0.0339056225605134,0
16,INFO,18,19,0,301,0.03395909425437613,0
11,DEBUG,16,8,0,122,0.0025329872302114424,0
17,DEBUG,45,3,3,181,0.019595446694271393,0
18,INFO,7,22,2,355,0.005742395219547947,0
16,DEBUG,46,4,1,347,0.04560123652497096,0
