url_length,num_dots,subdomain_level,https,shortening_service,suspicious_words,is_phishing
156,8,1,0,0,9,1
86,8,4,0,1,5,1
107,9,0,0,1,9,1
113,3,4,0,1,0,1
109,2,1,0,0,4,1
61,1,0,1,1,4,0
65,2,2,1,0,1,0
77,8,4,1,1,9,1
185,7,4,1,1,1,1
136,9,1,0,1,9,1
24,9,0,0,1,5,1
102,5,0,1,1,1,1
73,6,2,1,0,3,0
179,5,1,1,0,6,1
111,1,3,0,1,2,1
146,1,1,1,0,8,1
88,4,3,0,0,9,1
107,1,3,0,0,4,1
35,4,4,0,0,4,1
15,5,1,0,0,4,0
188,5,4,1,0,1,1
68,4,2,0,1,4,1
19,2,1,0,1,8,1
147,6,0,0,0,7,1
158,5,0,0,0,7,1
123,6,0,0,0,1,1
51,5,2,0,1,7,1
112,5,1,1,0,9,1
163,5,3,1,0,6,1
169,2,2,1,1,3,0
145,3,2,0,1,2,1
87,5,0,1,1,3,1
171,9,1,1,0,4,1
162,4,1,1,1,2,0
104,3,1,1,1,2,0
181,3,2,0,0,4,1
187,9,4,0,0,3,1
98,1,3,1,1,7,1
30,3,1,1,0,8,0
77,2,4,1,1,5,1
176,6,1,1,0,3,0
164,2,2,0,1,3,1
89,3,1,1,1,9,1
176,4,2,1,1,2,1
28,9,3,0,1,9,1
126,7,4,0,1,4,1
59,9,1,1,1,2,0
39,4,4,1,0,0,0
139,8,4,0,1,1,1
88,6,0,0,0,4,1
169,3,3,1,1,9,1
162,5,4,1,1,6,1
154,2,3,1,0,9,1
25,3,2,0,0,6,0
85,8,2,1,1,5,1
185,4,4,0,1,1,1
91,2,1,0,1,1,1
50,9,2,0,0,5,0
71,7,0,0,1,5,1
15,3,3,0,0,9,1
60,6,0,1,1,8,1
111,1,2,0,0,4,1
140,2,2,0,0,7,1
54,3,2,1,0,0,0
186,5,3,1,1,6,1
186,4,1,0,0,7,1
71,8,3,0,1,5,1
18,3,4,0,1,7,1
25,5,2,0,0,5,0
43,2,3,1,0,1,0
37,5,1,0,0,8,0
38,7,2,0,0,6,0
118,4,1,1,1,1,0
82,5,4,1,0,6,1
146,3,0,1,1,5,1
55,9,2,1,1,0,0
156,7,1,0,0,1,1
32,8,4,1,0,7,1
163,9,0,1,0,9,1
196,6,0,0,0,4,1
88,4,2,0,1,0,1
148,6,1,0,0,6,1
82,8,2,1,0,3,0
18,1,2,1,1,7,0
189,2,2,1,1,9,1
186,5,4,1,1,3,1
55,5,0,1,0,2,0
90,6,3,0,0,7,1
180,2,4,0,0,0,1
16,6,3,1,1,7,1
37,2,1,1,1,2,0
52,2,1,0,1,0,1
176,1,4,0,1,0,1
98,8,1,1,0,4,1
49,5,3,0,0,0,1
13,2,1,0,1,0,0
59,1,3,0,0,1,0
161,6,1,1,1,6,1
42,1,0,0,0,0,0
19,9,3,0,1,6,1
121,2,3,1,1,1,1
43,3,4,0,1,5,1
21,9,1,0,1,4,1
121,6,1,1,1,2,1
75,3,0,1,0,5,0
13,3,4,1,0,3,0
38,5,1,1,0,2,1
192,4,0,0,1,8,1
90,1,0,1,0,8,0
97,9,2,1,1,2,1
88,1,1,1,0,2,0
67,8,4,1,1,2,1
194,7,4,0,0,9,1
130,5,2,0,0,3,1
42,8,2,1,1,3,0
180,5,4,1,1,7,1
132,7,4,0,0,9,1
67,6,4,0,1,5,1
116,5,3,0,0,9,1
137,8,2,1,0,5,1
165,7,4,1,1,0,1
175,9,1,1,1,9,1
122,9,3,1,1,0,1
12,7,2,1,1,1,0
181,2,4,1,0,9,1
76,2,0,1,0,7,1
74,6,4,0,1,3,1
58,3,0,0,1,3,0
190,5,4,1,0,5,1
148,2,0,0,1,9,1
190,5,3,1,0,5,1
23,7,0,0,1,5,1
178,7,1,0,1,8,1
109,9,1,0,0,4,1
100,2,2,0,0,4,1
27,7,1,0,1,0,1
89,3,2,1,0,4,0
170,9,2,0,0,4,1
98,8,2,0,1,8,1
99,8,3,1,1,0,1
152,3,2,0,0,1,0
132,6,1,0,1,1,1
124,6,0,0,0,9,1
57,8,1,0,0,6,1
56,8,0,0,0,2,1
175,3,3,0,0,2,1
77,5,1,1,0,9,1
17,6,1,0,0,1,0
131,1,4,0,1,2,1
155,5,4,0,1,0,1
175,9,1,0,0,6,1
87,7,1,1,1,5,1
78,5,4,0,0,5,1
165,7,0,1,0,0,0
130,3,1,1,1,8,1
10,6,0,1,0,9,1
106,9,1,0,1,8,1
191,9,2,0,1,5,1
29,1,4,1,0,7,0
54,1,0,0,0,5,0
24,5,0,0,1,1,1
144,6,1,1,1,2,1
125,7,4,0,1,7,1
114,7,0,1,1,7,1
190,2,4,1,1,0,1
120,4,3,0,0,3,1
155,4,0,1,1,2,0
115,6,4,0,1,0,1
106,5,3,1,1,0,1
59,7,3,1,0,7,1
18,2,4,1,1,3,0
83,3,3,1,0,4,1
140,3,4,1,0,4,1
173,8,0,1,0,5,1
83,6,1,0,0,2,1
46,4,3,1,0,9,0
24,5,4,1,1,0,1
31,1,0,1,1,9,0
89,6,3,0,1,3,1
143,5,2,0,0,5,1
92,5,1,1,0,7,1
40,3,0,0,1,9,1
82,7,3,1,0,8,1
24,3,1,1,0,2,0
125,8,4,1,0,0,1
155,1,1,0,0,8,1
147,5,4,1,0,3,1
168,7,2,0,1,9,1
24,9,4,1,0,8,1
64,4,3,0,1,5,1
130,7,3,0,1,6,1
173,4,0,1,0,6,1
35,4,2,1,0,2,0
109,1,4,0,1,0,1
149,6,1,1,1,1,1
77,3,4,0,0,6,1
91,6,0,1,0,5,1
12,3,3,0,0,7,1
70,1,2,1,0,6,0
43,1,0,1,1,7,0
178,5,1,1,0,8,1
92,4,1,0,1,5,1
176,7,3,0,1,5,1
82,3,3,1,0,2,0
147,9,3,1,0,9,1
162,8,3,0,0,7,1
85,4,3,1,1,7,1
162,7,2,1,1,0,1
57,3,2,0,0,2,0
163,9,3,1,0,6,1
10,1,3,0,1,7,1
195,9,0,1,1,2,1
48,1,0,0,1,1,0
88,1,4,0,0,2,1
160,6,1,0,1,2,1
121,1,4,0,0,1,1
67,5,2,0,1,8,1
95,2,1,0,0,7,1
52,8,1,0,0,8,0
57,2,2,1,1,2,1
99,8,4,0,1,4,1
166,4,2,1,1,0,0
161,6,1,0,1,4,1
117,7,0,0,0,2,1
15,7,0,1,1,7,1
87,4,2,0,1,0,1
97,4,1,1,1,3,0
27,7,2,0,1,7,1
172,5,1,1,1,4,1
132,3,0,0,0,3,0
56,9,2,1,0,2,0
190,7,4,1,0,7,1
110,7,1,1,0,1,0
196,4,4,0,1,0,1
28,7,4,0,1,7,1
185,9,2,0,0,8,1
12,6,2,1,1,6,1
157,9,4,0,1,7,1
49,4,3,0,1,0,1
74,1,1,1,1,9,0
180,2,0,0,1,8,1
38,7,4,1,0,2,0
54,5,2,1,0,8,0
24,5,4,1,1,2,1
175,8,4,1,1,1,1
191,7,3,0,0,8,1
185,3,2,1,0,8,0
188,4,1,0,1,4,1
76,8,2,1,0,0,0
36,7,3,0,1,1,1
142,9,3,1,1,5,1
81,2,0,0,1,1,1
25,5,4,0,0,4,1
116,6,0,0,0,7,1
69,6,3,1,0,1,1
11,5,3,1,0,0,0
120,4,2,0,0,8,1
66,1,0,1,0,7,0
197,6,1,0,0,8,1
78,5,0,1,0,3,0
153,7,1,1,0,0,0
34,5,0,1,0,6,1
154,9,0,0,1,8,1
199,2,3,1,1,1,1
101,1,2,0,1,4,1
125,5,4,1,0,5,1
190,6,3,0,0,5,1
20,5,3,0,0,0,1
57,1,2,0,0,1,0
137,5,0,0,0,6,1
151,6,1,1,0,4,1
55,6,2,1,1,0,0
18,2,3,1,1,6,1
15,8,0,1,0,7,1
120,9,1,1,1,2,1
80,9,0,1,0,3,0
159,8,0,0,0,1,1
27,6,2,0,1,4,1
26,3,1,0,0,5,1
141,8,1,0,1,2,1
17,4,1,0,0,0,0
167,8,2,0,1,8,1
82,1,2,0,1,6,1
167,7,1,1,0,1,0
61,8,4,0,0,2,1
70,2,0,1,1,8,0
49,5,0,0,1,5,1
101,7,4,0,1,6,1
32,2,2,1,1,0,0
195,2,2,1,1,9,1
127,8,4,0,0,9,1
22,5,0,1,1,6,1
181,8,4,0,1,3,1
72,8,3,1,0,0,0
29,7,1,1,1,0,0
15,3,1,1,1,3,0
123,2,3,1,0,6,1
115,1,2,1,1,6,1
160,6,3,1,0,7,1
139,7,2,1,0,6,1
120,5,4,1,0,6,1
59,8,1,1,1,8,1
111,5,0,0,0,3,1
163,3,2,0,0,7,1
171,8,4,1,0,1,1
14,2,0,0,1,3,0
32,2,2,1,1,4,0
126,9,1,0,0,6,1
119,5,1,1,1,1,1
186,9,4,1,0,9,1
115,4,3,0,1,4,1
135,7,2,0,1,7,1
60,9,0,1,1,3,0
135,9,4,0,0,0,1
194,6,2,1,1,4,1
92,7,2,0,1,1,1
119,4,4,1,0,9,1
72,7,3,1,0,8,1
37,2,0,0,1,3,0
140,3,4,0,0,7,1
44,2,0,1,1,9,0
52,5,0,0,0,3,0
180,7,3,0,0,8,1
144,7,1,0,0,8,1
78,6,2,0,0,1,1
86,1,1,0,0,5,1
25,8,3,1,1,2,1
96,2,3,1,0,6,1
53,8,1,0,1,3,1
101,9,3,1,1,4,1
191,1,3,1,1,9,1
65,8,1,1,1,8,1
78,1,0,1,1,4,1
128,7,3,0,1,9,1
196,2,2,1,0,0,0
16,5,1,0,1,4,1
196,9,2,1,1,4,1
50,8,2,1,0,0,0
50,1,2,1,1,4,0
155,3,3,1,1,0,1
80,3,3,0,1,0,1
30,9,3,0,0,0,1
49,3,4,1,1,9,1
149,8,0,1,0,8,1
13,4,0,0,1,9,1
88,7,3,0,1,8,1
87,8,3,1,0,2,1
167,2,1,0,0,7,1
111,6,3,0,0,6,1
177,2,1,1,0,3,0
119,4,1,0,0,6,1
123,7,1,1,0,0,0
73,4,4,0,0,7,1
46,7,3,0,0,9,1
103,6,4,0,1,1,1
191,3,1,1,1,4,1
62,3,3,1,0,6,0
121,6,3,1,0,0,1
135,5,1,0,0,3,1
103,9,3,0,0,4,1
143,8,4,0,0,5,1
87,2,3,1,1,7,1
24,3,3,1,0,4,0
76,5,0,0,1,4,1
93,1,0,0,1,9,1
37,2,1,0,1,4,1
22,6,0,0,1,6,1
95,5,2,1,0,8,1
169,5,0,0,0,2,1
113,1,0,1,0,5,0
63,2,3,1,0,3,1
180,7,2,0,0,5,1
194,1,4,0,0,2,1
28,4,2,1,1,3,1
33,1,2,0,0,0,0
65,1,1,1,1,5,0
51,4,1,0,0,8,0
148,3,2,1,1,6,1
132,6,0,1,0,0,0
28,2,2,0,0,9,0
95,3,4,0,0,1,1
10,7,3,0,0,5,1
64,4,2,1,0,2,0
109,8,1,1,0,2,0
11,1,1,0,1,2,0
101,2,1,1,0,0,0
186,1,0,0,1,6,1
62,7,1,1,0,3,0
155,9,4,0,0,8,1
135,8,3,1,1,3,1
155,4,3,1,0,1,0
27,8,2,1,1,9,1
70,8,2,1,1,4,1
73,7,2,0,0,8,0
32,3,4,1,1,6,1
173,1,2,1,1,1,0
117,2,4,1,1,4,1
126,9,4,0,1,5,1
67,1,3,1,1,2,0
170,8,0,1,1,1,1
145,3,1,0,0,5,1
30,2,1,0,1,0,0
57,8,0,0,1,5,1
155,5,0,0,1,0,1
99,3,3,0,0,0,1
26,1,4,0,1,7,1
167,2,4,1,0,2,1
77,3,1,0,1,2,1
130,4,3,1,0,6,1
131,7,1,1,0,4,1
45,8,0,0,1,2,1
144,9,0,1,1,6,1
134,2,0,0,0,4,1
135,6,4,0,0,2,1
167,8,4,1,0,5,1
81,6,3,1,0,3,1
114,9,4,0,0,8,1
98,4,2,0,0,9,1
62,8,1,0,0,3,0
29,9,0,0,1,7,1
149,4,4,1,0,6,1
44,7,4,1,0,7,1
17,3,1,0,0,5,0
78,5,4,0,1,5,1
132,1,4,1,0,9,1
116,4,2,1,0,6,0
102,5,1,1,0,1,0
12,4,4,1,1,3,0
89,9,3,0,1,5,1
180,3,1,1,0,5,0
191,2,0,1,1,0,0
192,9,1,0,1,1,1
104,1,1,1,0,0,0
96,9,0,1,0,4,1
31,6,3,0,0,9,1
72,4,3,0,1,4,1
166,9,3,0,0,0,1
157,5,3,0,1,1,1
195,2,1,1,0,0,0
120,1,3,0,1,2,1
98,1,2,0,1,6,1
122,4,1,0,1,2,1
27,1,3,0,1,8,1
149,9,1,0,0,1,1
34,1,4,0,0,8,1
15,2,0,0,1,8,1
102,7,1,1,0,6,1
196,5,1,0,0,1,1
184,1,1,1,1,9,1
181,8,0,1,0,6,1
83,9,3,0,1,3,1
66,1,2,1,0,1,0
78,3,0,1,0,2,0
57,5,0,0,1,2,1
76,4,3,0,0,0,1
37,9,0,0,1,0,1
100,6,4,0,0,0,1
193,5,1,1,0,3,0
199,9,4,0,1,6,1
76,1,1,0,1,9,1
170,7,1,0,1,5,1
36,6,0,1,0,7,0
12,7,3,1,0,9,1
59,2,2,0,1,6,1
125,2,2,1,1,7,1
141,4,1,1,1,0,1
86,9,4,0,1,0,1
25,3,0,1,1,5,0
57,9,1,1,0,2,0
164,8,1,1,0,9,1
127,1,1,0,1,8,1
51,4,3,1,1,0,0
53,7,0,0,0,9,0
25,7,4,1,0,9,1
131,6,3,0,1,5,1
122,2,2,1,1,8,1
21,2,0,1,0,6,0
17,9,3,1,1,7,1
140,9,4,0,0,8,1
61,7,4,1,0,4,1
72,1,0,1,0,2,0
147,1,4,1,1,0,1
32,9,0,0,0,8,1
122,6,3,1,1,8,1
184,4,4,1,0,8,1
197,8,2,0,1,2,1
154,4,4,1,1,2,1
133,6,3,1,0,3,1
46,2,3,0,1,6,1
129,6,1,1,1,3,1
37,7,2,0,0,8,0
195,6,4,0,0,0,1
74,1,3,0,0,6,1
53,5,3,1,1,4,1
16,9,3,1,1,3,1
162,7,2,1,0,5,1
169,7,4,0,0,1,1
97,1,3,1,0,8,1
165,2,1,0,1,0,1
98,6,3,0,0,1,1
65,4,0,1,0,1,0
178,2,2,1,0,8,0
36,2,1,1,0,9,0
150,2,1,0,0,8,1
196,7,3,0,0,7,1
66,2,0,0,1,1,0
172,5,1,1,0,8,1
195,4,1,1,0,4,0
121,4,4,0,1,2,1
101,6,4,1,1,8,1
63,5,2,0,0,3,0
51,1,3,1,1,8,1
197,2,4,0,0,2,1
48,9,1,1,0,4,0
108,1,4,0,1,6,1
120,2,2,0,0,6,1
13,1,4,0,0,5,1
65,2,0,1,1,3,0
89,2,0,1,0,9,0
132,9,0,0,0,4,1
161,7,2,1,0,1,0
161,3,2,0,0,5,1
79,7,4,0,0,7,1
50,8,2,1,0,0,0
85,8,1,0,1,7,1
27,6,0,0,0,2,0
67,6,1,0,1,0,1
15,3,2,0,0,7,1
82,5,3,1,1,7,1
145,4,4,0,1,3,1
171,3,0,0,0,8,1
80,4,0,0,0,7,1
173,2,2,1,0,1,0
95,2,1,0,0,9,1
109,8,4,0,0,8,1
29,3,1,0,1,0,0
109,9,2,0,1,8,1
173,9,3,1,0,2,1
135,7,0,1,1,7,1
154,4,2,1,1,4,1
142,4,1,0,1,0,1
136,8,0,0,1,3,1
185,7,4,1,1,1,1
147,7,0,0,0,8,1
80,8,1,0,0,6,1
17,2,0,1,1,8,0
12,8,2,1,0,2,0
157,1,1,0,1,5,1
71,2,3,1,0,8,0
97,5,1,0,0,3,1
149,1,0,1,0,1,0
106,3,0,1,1,5,1
197,6,4,1,0,3,1
63,8,3,0,0,5,1
118,4,4,1,1,3,1
74,5,4,0,0,0,1
134,7,4,0,0,2,1
157,5,4,0,1,7,1
134,7,0,0,0,9,1
58,1,1,1,0,8,0
77,2,2,1,0,8,0
53,3,0,1,0,9,0
49,1,3,1,1,1,0
115,6,2,1,1,5,1
99,8,1,1,1,9,1
145,9,4,0,1,0,1
156,1,3,0,0,3,1
166,1,4,0,1,0,1
38,5,2,1,1,4,1
142,5,1,1,0,7,1
82,2,3,1,1,3,1
67,1,1,0,0,0,0
128,4,4,1,1,8,1
111,3,4,0,0,7,1
70,4,0,1,1,4,0
109,8,4,0,0,4,1
118,9,1,0,0,8,1
182,4,1,1,0,0,0
74,2,0,0,1,8,1
114,2,2,1,1,2,0
86,3,1,1,1,1,0
123,6,3,0,1,4,1
112,5,2,0,1,8,1
12,2,1,1,1,1,1
184,2,1,1,1,4,1
110,7,0,1,1,5,1
107,4,1,1,1,6,1
51,5,4,1,1,5,1
41,1,0,0,0,0,0
70,6,4,1,0,2,1
94,2,3,1,1,6,1
12,1,2,0,0,6,0
186,3,3,0,1,4,1
73,5,1,0,0,5,0
103,1,2,1,0,9,0
55,1,0,0,0,0,0
86,6,1,1,1,9,1
113,8,0,0,1,1,1
127,7,2,0,1,4,1
161,6,1,0,1,6,1
121,8,3,1,1,0,1
43,4,1,1,1,6,0
114,4,4,0,0,7,1
152,3,2,0,1,6,1
45,2,1,1,0,1,0
74,1,2,0,0,8,0
59,1,0,1,1,9,0
70,9,0,1,0,1,0
160,6,2,1,0,2,1
57,2,2,1,0,7,1
116,5,1,1,0,9,1
196,5,0,0,1,4,1
38,2,4,1,0,1,0
51,8,2,1,1,2,0
36,4,2,1,0,7,0
38,5,1,0,0,7,0
64,3,3,1,1,3,0
198,4,4,0,0,6,1
162,9,0,0,1,2,1
189,8,3,1,1,8,1
63,1,4,1,1,6,1
147,7,2,0,1,9,1
119,7,1,1,0,2,0
154,5,2,1,0,7,1
105,6,1,1,1,8,1
130,6,1,0,1,2,1
191,2,4,1,1,3,1
52,3,4,1,0,6,0
119,4,3,0,1,9,1
51,9,2,1,0,5,0
137,5,4,1,0,5,1
195,9,3,1,0,6,1
121,4,3,1,0,8,1
21,6,2,1,1,5,1
79,9,3,0,0,2,1
17,9,1,0,0,8,0
100,9,3,1,0,0,1
10,1,2,0,0,6,0
81,6,3,0,0,9,1
49,3,2,1,1,8,0
133,9,2,1,1,9,1
72,7,3,1,1,5,1
96,5,4,1,1,0,1
33,6,4,0,1,1,1
35,3,1,1,1,5,1
47,7,3,1,0,3,0
163,4,1,1,0,2,0
24,9,4,0,0,4,1
113,6,3,0,0,2,1
54,6,4,1,0,4,1
91,1,3,1,0,8,1
110,8,2,0,0,2,1
32,4,0,1,0,9,0
39,5,2,1,0,9,0
43,8,0,0,0,5,0
131,8,4,0,0,7,1
118,8,3,0,0,6,1
78,6,1,1,0,5,1
58,2,2,1,0,8,0
43,5,3,1,0,0,1
42,9,1,0,0,1,0
176,7,0,1,0,2,0
67,7,1,0,0,6,0
73,3,0,1,1,4,0
35,3,0,1,0,2,0
163,1,2,1,1,8,1
145,2,4,0,1,6,1
180,4,4,1,0,1,0
163,1,3,1,0,8,1
159,4,1,1,1,4,1
137,8,2,0,0,7,1
77,2,0,0,1,3,1
125,1,1,0,1,2,1
85,8,3,1,1,9,1
80,2,3,0,1,0,1
91,2,4,0,0,1,1
89,6,2,1,0,4,1
93,8,2,1,0,9,1
46,1,2,0,0,4,0
162,5,2,1,1,3,1
75,4,3,0,1,8,1
15,6,4,1,0,4,1
133,6,3,1,0,3,1
64,6,3,1,0,3,0
148,3,4,1,1,7,1
154,6,0,1,0,9,1
187,1,1,0,1,0,1
48,4,0,0,0,5,0
189,2,3,0,1,2,1
106,1,3,0,0,4,1
88,2,0,0,1,7,1
179,6,3,1,0,4,1
125,7,3,1,1,9,1
98,5,3,0,0,5,1
61,3,2,1,0,1,0
109,5,2,1,0,1,0
83,4,2,0,1,4,1
12,8,4,1,1,6,1
148,8,4,1,1,2,1
57,7,1,1,1,9,1
77,7,2,0,1,2,1
196,6,1,1,0,5,1
148,4,4,1,1,9,1
57,2,3,0,1,3,1
132,7,4,1,0,9,1
146,8,0,0,1,2,1
94,9,1,0,1,1,1
84,6,3,0,1,4,1
182,4,3,0,1,1,1
74,2,3,0,1,3,1
27,3,0,1,0,6,1
118,4,3,1,0,5,1
53,6,2,1,0,9,0
178,8,2,1,1,0,1
167,7,1,0,0,6,1
95,7,1,0,1,5,1
133,4,4,1,0,6,1
14,2,0,1,1,6,0
194,5,4,0,0,9,1
145,8,0,0,1,5,1
107,3,4,0,1,9,1
152,6,0,1,1,7,1
180,8,2,1,1,5,1
55,6,0,0,0,1,0
50,7,0,1,0,5,0
48,5,0,0,1,3,1
36,9,0,0,0,3,0
178,3,3,1,0,2,0
131,1,2,0,1,9,1
68,9,0,0,0,9,0
175,8,0,0,0,3,1
108,6,1,1,1,8,1
163,4,0,0,0,6,1
124,3,3,0,1,5,1
50,9,0,1,1,3,0
66,2,0,1,0,9,1
45,6,0,0,1,3,1
192,6,2,0,1,6,1
101,5,1,0,0,8,1
191,4,3,1,0,0,1
104,8,2,0,1,7,1
19,9,3,0,0,3,1
72,3,1,1,1,2,0
180,8,1,0,1,1,1
147,7,3,1,0,0,1
91,1,3,0,1,6,1
111,2,1,1,1,7,1
135,7,0,1,0,3,0
122,4,2,0,1,0,1
115,3,2,1,1,8,1
161,2,0,0,1,8,1
109,9,2,0,0,5,1
28,1,1,1,1,9,0
113,2,3,1,0,8,1
28,7,3,1,0,0,0
84,6,3,1,0,9,1
197,5,0,1,1,5,1
146,4,4,1,0,5,1
64,1,4,1,0,9,0
27,2,1,0,0,3,0
98,2,1,1,0,8,0
182,6,2,0,0,9,1
32,7,4,1,1,2,1
120,6,4,0,1,6,1
50,2,3,0,1,9,1
10,5,1,0,1,3,1
116,3,0,1,1,1,0
135,3,1,1,1,3,0
140,7,0,0,1,1,1
55,6,4,0,1,2,1
90,4,3,1,0,7,1
83,7,1,1,0,6,1
37,2,0,1,1,0,0
90,4,3,1,1,8,1
182,1,2,0,1,1,1
196,4,4,1,1,4,1
149,9,0,0,0,0,1
63,3,0,1,1,4,0
135,2,3,0,1,7,1
37,4,3,1,0,3,0
116,6,3,0,0,2,1
64,5,3,0,1,2,1
126,5,1,1,0,6,1
150,8,0,1,0,2,0
67,8,0,0,1,8,1
23,7,0,0,0,0,0
147,6,0,1,0,1,0
72,1,2,1,0,6,0
28,7,3,0,0,1,1
188,4,3,1,0,9,1
152,1,3,0,0,3,1
166,1,2,1,0,1,0
35,7,3,1,0,9,1
40,6,0,1,1,7,1
107,1,4,1,0,7,1
148,2,1,0,0,5,1
54,3,4,0,1,6,1
198,4,2,1,0,9,0
91,7,4,1,0,5,1
44,7,1,1,0,9,0
145,3,2,1,1,2,0
154,9,3,1,0,6,1
107,8,3,0,1,9,1
139,5,1,0,0,6,1
159,4,1,0,1,9,1
124,7,0,0,0,6,1
80,4,4,1,1,0,1
43,3,2,0,1,3,0
112,3,4,1,0,1,0
33,6,3,1,0,2,0
12,6,1,1,0,8,0
23,3,2,1,1,9,0
133,2,0,1,1,4,1
165,2,1,1,0,1,0
54,7,0,0,1,1,1
30,1,3,1,1,7,1
147,7,3,1,0,6,1
52,2,0,1,0,6,1
40,5,1,0,1,3,1
194,3,0,0,0,3,0
83,6,3,1,1,6,1
164,6,0,0,1,3,1
79,6,0,1,1,4,1
14,5,1,1,1,6,1
149,9,3,0,0,0,1
95,6,1,0,1,5,1
131,9,1,0,0,5,1
196,5,3,1,0,0,1
10,6,0,1,1,1,0
169,9,3,1,0,1,1
70,1,4,0,1,7,1
135,8,3,0,1,8,1
181,9,3,0,0,5,1
43,4,0,1,0,2,0
125,5,3,0,0,3,1
46,1,0,1,0,9,0
199,4,4,1,0,3,0
37,5,4,0,0,4,1
185,3,3,0,0,1,1
130,7,1,0,0,2,1
51,2,3,0,0,7,1
118,4,3,1,0,2,1
107,4,1,0,1,1,1
180,9,2,1,0,9,1
103,3,2,1,1,5,1
189,1,3,1,1,1,1
124,7,2,0,1,3,1
72,5,0,1,0,4,0
159,9,1,0,0,4,1
36,6,2,1,1,5,1
41,5,2,0,0,5,1
39,6,2,0,1,2,1
139,8,2,1,0,5,1
36,7,0,1,0,3,1
167,9,1,0,1,5,1
105,3,2,0,0,6,1
164,1,2,0,0,5,1
15,2,2,0,0,2,0
137,6,1,0,1,5,1
29,7,3,0,0,7,1
66,6,1,0,0,2,0
158,1,2,1,0,4,0
25,6,1,1,1,8,1
123,2,4,1,1,0,1
172,6,0,1,0,4,1
10,4,1,0,0,0,0
16,7,2,0,0,1,0
109,3,3,0,1,0,1
175,2,4,0,1,6,1
71,2,4,0,1,7,1
150,1,0,0,1,2,1
22,7,3,0,1,1,1
83,1,4,1,0,6,1
19,3,1,1,0,6,0
140,9,1,0,0,9,1
175,7,1,1,0,4,1
140,9,1,1,0,1,0
88,4,3,1,1,1,1
160,3,0,1,1,7,1
153,8,2,1,0,0,0
48,7,4,0,1,8,1
114,6,0,1,1,6,1
93,4,2,1,0,6,0
81,2,1,1,1,1,0
189,5,3,0,1,9,1
199,1,1,0,0,9,1
181,3,1,0,1,0,1
110,7,3,1,0,1,1
69,1,0,1,1,6,0
76,5,1,1,1,7,1
64,6,0,1,0,7,0
97,4,4,1,1,5,1
39,5,0,0,1,8,1
136,9,4,0,1,4,1
72,1,1,1,0,8,0
18,3,0,1,0,9,0
195,5,3,1,0,0,1
22,6,1,0,1,0,1
14,6,1,0,0,4,0
164,3,3,0,1,0,1
43,5,1,0,1,9,1
10,4,1,1,0,4,0
198,6,1,1,1,6,1
95,8,0,1,1,6,1
126,1,2,1,1,1,0
186,3,3,0,0,1,1
94,4,3,0,0,5,1
186,2,0,0,1,7,1
29,6,3,0,1,6,1
107,3,1,0,0,2,0
85,8,4,0,1,2,1
128,9,3,1,0,4,1
192,8,4,1,1,3,1
155,2,3,0,1,0,1
55,7,1,0,0,4,0
80,7,1,0,0,9,1
183,4,2,1,1,2,0
193,1,1,1,0,6,0
91,4,0,1,0,6,0
177,7,1,0,0,8,1
105,5,4,1,1,9,1
69,3,0,0,1,8,1
185,4,2,1,0,4,1
28,6,4,1,1,8,1
44,8,3,0,1,4,1
61,5,2,0,0,3,0
59,1,0,0,1,3,0
42,9,0,1,1,3,1
145,7,3,1,1,2,1
24,6,0,1,0,2,0
26,2,1,1,1,8,0
87,8,3,1,1,8,1
171,8,4,1,0,4,1
39,5,1,1,0,2,0
59,2,3,1,0,9,0
148,2,2,0,0,1,0
178,1,0,0,1,3,1
34,8,0,0,0,8,0
69,6,2,1,0,5,0
142,1,0,0,0,4,1
80,2,1,0,0,9,1
126,4,2,1,0,1,0
127,3,3,0,1,8,1
14,8,2,1,1,7,1
184,9,2,0,0,1,1
109,3,3,0,0,0,1
125,3,2,1,1,1,1
155,8,0,1,0,7,1
108,2,0,1,0,4,0
61,7,2,0,1,0,1
53,9,4,0,0,3,1
163,4,4,1,1,5,1
195,7,2,0,1,0,1
70,2,1,1,0,8,1
72,3,2,0,1,2,0
54,1,2,0,1,5,1
100,4,1,1,0,9,0
15,7,2,1,0,6,0
46,6,4,1,0,4,1
190,7,1,0,1,1,1
195,2,2,1,0,4,0
53,1,2,1,1,6,0
121,9,1,0,0,9,1
34,6,3,1,1,1,1
19,3,2,1,1,6,0
91,9,4,1,0,8,1
157,9,1,0,0,4,1
74,4,3,0,1,2,1
79,3,1,0,0,4,1
169,2,3,1,1,3,1
112,1,4,1,1,9,1
89,9,1,0,1,5,1
163,7,2,0,0,7,1
168,8,3,1,0,3,1
19,6,4,0,0,7,1
12,8,4,0,0,5,1
187,7,0,0,1,9,1
125,4,3,0,0,8,1
20,8,1,1,1,8,1
69,2,4,0,0,6,1
101,6,0,0,0,0,1
62,1,2,1,0,8,0
160,6,3,1,1,3,1
143,1,3,1,1,0,1
82,6,3,0,1,4,1
144,7,4,0,0,8,1
159,9,2,1,1,1,1
22,3,3,1,1,7,1
28,8,3,1,0,4,1
46,9,4,0,1,3,1
158,1,0,0,1,4,1
22,9,2,0,0,9,0
92,5,3,1,1,7,1
56,4,0,0,1,6,1
79,5,3,1,1,5,1
156,9,2,1,0,4,1
57,2,1,1,0,7,0
